date,variant,portfolio_return,selected_count,cash_proxy,turnover,selected_tickers
2025-10-23,no_regime_adjustment,0.015889142470980704,2,0.6000000000000004,0.6666666666666666,"AMD,INTC"
2025-10-30,no_regime_adjustment,0.0019962278816340997,2,2.220446049250313e-16,0.6666666666666666,"AMD,GOOGL"
2025-11-06,no_regime_adjustment,-0.013954829506123043,2,4.440892098500626e-16,0.6666666666666666,"GOOGL,YPF"
2025-11-13,no_regime_adjustment,0.0175708996571907,2,1.1102230246251565e-16,1.0,"CSCO,VIST"
2025-11-20,no_regime_adjustment,-0.013930113042090533,2,0.6000000000000002,0.6666666666666666,"VIST,YPF"
2025-11-28,no_regime_adjustment,-0.005422788238021934,2,0.6000000000000003,0.6666666666666666,"GOOGL,YPF"
2025-12-05,no_regime_adjustment,-0.013252357382246194,2,2.220446049250313e-16,0.6666666666666666,"GOOGL,SPY"
2025-12-12,no_regime_adjustment,-0.0034331748297125493,2,2.220446049250313e-16,1.0,"ADBE,AMAT"
2025-12-19,no_regime_adjustment,0.010170635393198995,2,6.661338147750939e-16,0.6666666666666666,"ADBE,TSLA"
2025-12-29,no_regime_adjustment,-0.013584314602495597,2,2.220446049250313e-16,0.6666666666666666,"CCJ,TSLA"
2026-01-06,no_regime_adjustment,0.00262507393689735,2,2.220446049250313e-16,0.6666666666666666,"AMAT,CCJ"
2026-01-13,no_regime_adjustment,-8.333718964735008e-05,2,2.220446049250313e-16,0.6666666666666666,"AMAT,COST"
2026-01-21,no_regime_adjustment,-0.005327624436296894,2,0.6000000000000004,0.0,"AMAT,COST"
2026-01-28,no_regime_adjustment,0.005249033801026898,2,3.3306690738754696e-16,0.6666666666666666,"AMAT,CCJ"
2026-02-04,no_regime_adjustment,0.006439408261340899,2,2.220446049250313e-16,1.0,"PEP,TXN"
2026-02-11,no_regime_adjustment,-0.06737271473209017,2,4.440892098500626e-16,0.6666666666666666,"CSCO,PEP"
2026-02-19,no_regime_adjustment,0.0010632666361966997,2,2.220446049250313e-16,0.6666666666666666,"PEP,VIST"
2026-02-26,no_regime_adjustment,0.0018934145601255488,2,4.440892098500626e-16,0.6666666666666666,"AMAT,PEP"
2026-03-05,no_regime_adjustment,0.01345665903845915,2,0.0,1.0,"NFLX,VIST"
2026-03-12,no_regime_adjustment,0.009720470248851755,2,0.6000000000000002,0.0,"NFLX,VIST"
2026-03-19,no_regime_adjustment,-0.005731748878000798,2,2.220446049250313e-16,0.0,"NFLX,VIST"
2026-03-26,no_regime_adjustment,0.012077490322552994,2,0.6000000000000002,0.6666666666666666,"VIST,YPF"
2026-04-02,no_regime_adjustment,-0.018865615094598043,2,4.440892098500626e-16,0.0,"VIST,YPF"
2026-04-10,no_regime_adjustment,0.007777667120105698,2,2.220446049250313e-16,1.0,"AMZN,TXN"
2026-04-17,no_regime_adjustment,-0.007821294915525146,2,4.440892098500626e-16,1.0,"GOOGL,QQQ"
2026-04-24,no_regime_adjustment,-0.010828930757901095,2,4.440892098500626e-16,1.0,"AMZN,AVGO"
2026-05-01,no_regime_adjustment,-0.019504512348429346,2,2.220446049250313e-16,1.0,"INTC,TXN"
2026-05-08,no_regime_adjustment,0.022045995330625394,2,2.220446049250313e-16,0.6666666666666666,"AMD,INTC"
2026-05-15,no_regime_adjustment,-0.0067384125549506966,2,4.440892098500626e-16,0.6666666666666666,"AAPL,INTC"
2022-01-03,no_signal_strength_and_no_regime_adjustment,-0.015187574011753989,2,6.661338147750939e-16,1.0,"AVGO,TSLA"
2022-01-10,no_signal_strength_and_no_regime_adjustment,0.008558915100451649,2,2.220446049250313e-16,0.6666666666666666,"CCJ,TSLA"
2022-01-18,no_signal_strength_and_no_regime_adjustment,-0.013656622504658347,2,2.220446049250313e-16,0.6666666666666666,"TSLA,VIST"
2022-01-25,no_signal_strength_and_no_regime_adjustment,0.004484011928778197,2,0.6000000000000002,0.6666666666666666,"VIST,YPF"
