horizon,tp_multiple,sl_multiple,subset,sample_size,TP_rate,SL_rate,timeout_rate,TP_minus_SL,avg_return,median_return,Sharpe,Sortino,max_drawdown_proxy,avg_time_to_exit
30,1.0,1.25,universe,460,0.2847826086956522,0.1934782608695652,0.5217391304347826,0.09130434782608698,0.012785619845056759,0.01706911190869631,0.08379737902228507,1.367094676104559,-0.9999999939852289,24.76086956521739
30,1.25,1.5,universe,460,0.1782608695652174,0.12173913043478261,0.7,0.056521739130434775,0.013393435639697802,0.012370408645471231,0.08371737345620359,1.3868544133509448,-0.999999997436132,26.9
30,1.25,2.0,universe,460,0.1782608695652174,0.034782608695652174,0.7869565217391304,0.14347826086956522,0.013330942177528235,0.012370408645471231,0.08248490566649423,1.3488348117321207,-0.9999999983005453,27.780434782608694
20,1.25,1.0,universe,460,0.15217391304347827,0.2891304347826087,0.558695652173913,-0.13695652173913042,0.010044927060636729,0.004556517258968773,0.08098981139534855,1.4418179043690247,-0.9999986512371593,16.565217391304348
10,2.0,1.25,universe,460,0.0391304347826087,0.15217391304347827,0.808695652173913,-0.11304347826086958,0.007258487106697266,0.0049329549333436695,0.07858652106437793,1.4067487691477378,-0.9995241459093853,9.343478260869565
20,1.25,1.5,universe,460,0.15217391304347827,0.10652173913043478,0.741304347826087,0.04565217391304349,0.010050886106230516,0.007012680887077738,0.07834070435125512,1.316411250173745,-0.9999996583863796,18.284782608695654
10,2.0,1.0,universe,460,0.0391304347826087,0.22608695652173913,0.7347826086956522,-0.18695652173913044,0.007095361675596591,0.0017117514471772788,0.07826167070595969,1.4606448385828685,-0.999265564248246,8.98913043478261
20,1.25,1.25,universe,460,0.15217391304347827,0.18478260869565216,0.6630434782608695,-0.03260869565217389,0.009994974210499776,0.007012680887077738,0.07820632306943132,1.3212977267068464,-0.9999996444544619,17.743478260869566
30,1.0,1.5,universe,460,0.2847826086956522,0.12173913043478261,0.5934782608695652,0.16304347826086957,0.011936237938606143,0.019456694474668135,0.07691253916810821,1.2274105655029945,-0.9999999978981498,25.578260869565216
20,1.25,2.0,universe,460,0.15217391304347827,0.03695652173913044,0.8108695652173913,0.11521739130434783,0.009812231694514584,0.007012680887077738,0.07583708552710036,1.2603756390687635,-0.9999997844065378,18.7
30,1.0,2.0,universe,460,0.2847826086956522,0.034782608695652174,0.6804347826086956,0.25,0.011873744476436576,0.019456694474668135,0.07568947097659406,1.1930762534413892,-0.9999999986067928,26.458695652173912
10,2.0,0.75,universe,460,0.0391304347826087,0.35,0.6108695652173913,-0.3108695652173913,0.006575134587878628,-0.0041500998952380685,0.07388268607936478,1.4480992865460531,-0.9991687153966814,8.171739130434782
10,2.0,2.0,universe,460,0.0391304347826087,0.0391304347826087,0.9217391304347826,0.0,0.006878800626374581,0.00797815782653688,0.0731290527715915,1.2679923794547707,-0.9997404500132543,9.804347826086957
10,2.0,1.5,universe,460,0.0391304347826087,0.10434782608695652,0.8565217391304348,-0.06521739130434781,0.006294929767989132,0.0049329549333436695,0.06701576628388281,1.1706753522496123,-0.9997407654265625,9.606521739130434
10,0.75,1.0,universe,460,0.31521739130434784,0.21956521739130436,0.4652173913043478,0.09565217391304348,0.005112132663949819,0.014358883411292878,0.0668475584995989,1.0274380588071383,-0.9986290928313413,7.863043478260869
10,0.75,1.25,universe,460,0.3173913043478261,0.15,0.532608695652174,0.1673913043478261,0.005251927573562615,0.016027120363563463,0.0668341135798595,0.9893282690430195,-0.9991439301883581,8.210869565217392
20,1.0,0.75,universe,460,0.23478260869565218,0.3847826086956522,0.3804347826086957,-0.15,0.006959160908603566,-0.007471165537609292,0.06221996521596571,1.125058512694337,-0.9999964661413049,14.486956521739131
10,0.75,0.75,universe,460,0.3130434782608696,0.3391304347826087,0.34782608695652173,-0.02608695652173909,0.004590510557284171,0.011563639848345075,0.0615842816222351,0.9898096976863835,-0.9984727341683258,7.069565217391304
10,1.25,1.25,universe,460,0.1108695652173913,0.15217391304347827,0.7369565217391304,-0.04130434782608697,0.005361597686795856,0.005758771279820385,0.06151169541374045,1.0368003664288228,-0.9996965541210817,9.128260869565217
10,1.25,1.0,universe,460,0.1108695652173913,0.22608695652173913,0.6630434782608695,-0.11521739130434783,0.005198472255695181,0.003044588596520903,0.060903616852745396,1.0678327319741168,-0.9995316600054608,8.773913043478261
10,0.75,2.0,universe,460,0.3173913043478261,0.03695652173913044,0.6456521739130435,0.28043478260869564,0.004872241093239929,0.01641443814158705,0.06047638419207628,0.8713102233738014,-0.9995330650452579,8.671739130434782
30,0.75,1.0,universe,460,0.41739130434782606,0.30434782608695654,0.2782608695652174,0.11304347826086952,0.008353147197770652,0.030274024566617985,0.060234638853890125,0.927880178553607,-0.9999999809254063,20.67391304347826
10,1.5,1.25,universe,460,0.06521739130434782,0.15217391304347827,0.782608695652174,-0.08695652173913045,0.005218339735172752,0.0049329549333436695,0.05980517416382569,1.0113530397644022,-0.9996977015887253,9.26086956521739
10,1.5,1.0,universe,460,0.06521739130434782,0.22608695652173913,0.7086956521739131,-0.16086956521739132,0.005055214304072077,0.0017117514471772788,0.05916048220939679,1.04066191672355,-0.9995334310131667,8.906521739130435
10,1.25,2.0,universe,460,0.1108695652173913,0.0391304347826087,0.85,0.07173913043478261,0.004981911206473169,0.009608685464794653,0.056004175702995915,0.9162637646370121,-0.9998344883959083,9.589130434782609
20,1.0,1.0,universe,460,0.24130434782608695,0.2891304347826087,0.46956521739130436,-0.04782608695652174,0.006549116665582215,0.005252376151109517,0.05576064409898118,0.9358597040480752,-0.9999987537117905,15.839130434782609
10,1.25,0.75,universe,460,0.10869565217391304,0.35,0.5413043478260869,-0.24130434782608695,0.00465572550135324,-0.002685555963383768,0.0557268894033641,1.0232273762117283,-0.9994699007698781,7.958695652173913
30,0.75,1.25,universe,460,0.41739130434782606,0.1934782608695652,0.38913043478260867,0.22391304347826085,0.007761635338653336,0.03388823787964579,0.05455301967711385,0.8138940331314374,-0.9999999925854862,22.443478260869565
10,1.5,2.0,universe,460,0.06521739130434782,0.0391304347826087,0.8956521739130435,0.026086956521739126,0.004838653254850067,0.00797815782653688,0.05433917763718271,0.8919251752187373,-0.9998351142709769,9.721739130434782
10,1.5,0.75,universe,460,0.06521739130434782,0.35,0.5847826086956521,-0.28478260869565214,0.004534987216354115,-0.0041500998952380685,0.05420420709245727,0.9987798218768703,-0.9994719053174983,8.089130434782609
20,1.0,1.5,universe,460,0.24347826086956523,0.10652173913043478,0.65,0.13695652173913045,0.006555075711176003,0.00760128231837276,0.053751607604588025,0.854603270180909,-0.9999996843410758,17.558695652173913
20,1.0,1.25,universe,460,0.24347826086956523,0.18478260869565216,0.5717391304347826,0.058695652173913065,0.0064991638154452604,0.00760128231837276,0.05352219466831964,0.855216931395074,-0.9999996714676601,17.017391304347825
10,0.75,1.5,universe,460,0.3173913043478261,0.10217391304347827,0.5804347826086956,0.2152173913043478,0.004288370234854478,0.016027120363563463,0.053340690833031425,0.7741403032577224,-0.9995336324793027,8.47391304347826
20,1.0,2.0,universe,460,0.24347826086956523,0.03695652173913044,0.7195652173913043,0.20652173913043478,0.00631642129946007,0.00760128231837276,0.05131582949064307,0.8076115266223621,-0.9999998007866306,17.973913043478262
20,0.75,0.75,universe,460,0.3456521739130435,0.3826086956521739,0.2717391304347826,-0.036956521739130443,0.005370592076173593,0.0019976751487098543,0.050818979232614074,0.863887543751198,-0.9999930094723304,13.247826086956522
10,1.25,1.5,universe,460,0.1108695652173913,0.10434782608695652,0.7847826086956522,0.006521739130434787,0.00439804034808772,0.005758771279820385,0.049525134975148724,0.8160831693356356,-0.9998346895308159,9.391304347826088
10,1.0,1.25,universe,460,0.18478260869565216,0.15,0.6652173913043479,0.03478260869565217,0.003994425700767656,0.009608685464794653,0.04843864122184694,0.7756632012844449,-0.9995963894938261,8.923913043478262
10,1.5,1.5,universe,460,0.06521739130434782,0.10434782608695652,0.8304347826086956,-0.03913043478260869,0.004254782396464616,0.0049329549333436695,0.04786422845669305,0.7912667915781683,-0.9998353146453015,9.523913043478261
30,0.75,1.5,universe,460,0.41739130434782606,0.12173913043478261,0.4608695652173913,0.29565217391304344,0.006912253432202716,0.03388823787964579,0.04765502161725966,0.6969050041933945,-0.9999999973227015,23.26086956521739
10,1.0,1.0,universe,460,0.18478260869565216,0.22391304347826088,0.591304347826087,-0.03913043478260872,0.00383130026966698,0.0038494359689443813,0.04756587085806275,0.7910816843866084,-0.9993770653833517,8.569565217391304
30,0.75,2.0,universe,460,0.41739130434782606,0.034782608695652174,0.5478260869565217,0.38260869565217387,0.006849759970033152,0.03388823787964579,0.04664652332186227,0.6747624335368376,-0.9999999982253581,24.141304347826086
20,0.75,1.0,universe,460,0.3565217391304348,0.2891304347826087,0.35434782608695653,0.06739130434782609,0.004790787574961582,0.009834184673196855,0.043022543444614786,0.6797053872189281,-0.9999973930536653,14.571739130434782
10,1.0,2.0,universe,460,0.18478260869565216,0.03695652173913044,0.7782608695652173,0.14782608695652172,0.0036147392204449705,0.010399765649935167,0.04285427246534348,0.6670650075426267,-0.999779854573925,9.384782608695652
20,0.75,1.5,universe,460,0.3630434782608696,0.10652173913043478,0.5304347826086957,0.2565217391304348,0.004956276654986229,0.015586124147457636,0.042665138311282415,0.6406649839049611,-0.999999310149653,16.276086956521738
10,1.0,0.75,universe,460,0.1826086956521739,0.34782608695652173,0.46956521739130436,-0.16521739130434782,0.003341823752855661,-0.0008425391459351284,0.042476019372912045,0.7391412753463902,-0.9992949200056543,7.756521739130434
20,0.75,1.25,universe,460,0.3630434782608696,0.18478260869565216,0.45217391304347826,0.17826086956521742,0.004900364759255487,0.015586124147457636,0.042384068144055674,0.6394133730602698,-0.9999992820157096,15.734782608695653
20,0.75,2.0,universe,460,0.3630434782608696,0.03695652173913044,0.6,0.32608695652173914,0.004717622243270297,0.015586124147457636,0.04019868586841976,0.5979291224435417,-0.9999995646332119,16.691304347826087
10,1.0,1.5,universe,460,0.18478260869565216,0.10217391304347827,0.7130434782608696,0.0826086956521739,0.0030308683620595186,0.009608685464794653,0.03600465916669189,0.5643614229527313,-0.9997801221015717,9.18695652173913
5,0.75,1.25,universe,460,0.2673913043478261,0.12391304347826088,0.6086956521739131,0.14347826086956522,0.0014565916488152636,0.007200005312208435,0.026211385591485524,0.4001163283609163,-0.9832065976270592,4.332608695652174
5,2.0,1.25,universe,460,0.030434782608695653,0.12608695652173912,0.8434782608695652,-0.09565217391304347,0.0012612154030492467,0.002451428300300762,0.02024138920551773,0.33892970038821396,-0.9848976989079952,4.728260869565218
5,0.75,1.0,universe,460,0.2673913043478261,0.20652173913043478,0.5260869565217391,0.060869565217391314,0.0009997692061921963,0.006326395525128814,0.01801329932057571,0.2765053636595551,-0.9837761471107629,4.189130434782609
5,0.75,0.75,universe,460,0.26521739130434785,0.3108695652173913,0.42391304347826086,-0.04565217391304344,0.0009625944756175721,0.0030935070490005767,0.01789380175390565,0.28929004807636016,-0.9775594971697694,3.902173913043478
5,0.75,1.5,universe,460,0.2673913043478261,0.0891304347826087,0.6434782608695652,0.17826086956521742,0.0010068793643310161,0.007200005312208435,0.01776744823519012,0.2656638760251075,-0.9859371292304061,4.430434782608696
5,2.0,1.0,universe,460,0.030434782608695653,0.2108695652173913,0.758695652173913,-0.18043478260869567,0.0008043929604261802,0.0017757160747109424,0.012922895293142438,0.21755733198900182,-0.9854098945666634,4.584782608695652
5,2.0,1.5,universe,460,0.030434782608695653,0.09130434782608696,0.8782608695652174,-0.0608695652173913,0.0008115031185649983,0.0030935070490005767,0.012822100995593106,0.2101498661125795,-0.9873532650582725,4.826086956521739
5,2.0,0.75,universe,460,0.030434782608695653,0.3173913043478261,0.6521739130434783,-0.28695652173913044,0.0007672182298515546,-0.0019690825271245216,0.012633594355850347,0.2240233426089352,-0.9785485693161402,4.297826086956522
5,0.75,2.0,universe,460,0.2673913043478261,0.030434782608695653,0.7021739130434783,0.23695652173913045,0.0005811549294084137,0.007200005312208435,0.010063972218892766,0.14801237059511393,-0.9896450126632207,4.526086956521739
5,1.0,1.25,universe,460,0.15217391304347827,0.12608695652173912,0.7217391304347827,0.026086956521739146,0.0005152278286629675,0.004923341648710333,0.008914706911077019,0.13775510816177147,-0.9847153914481597,4.556521739130435
5,1.25,1.25,universe,460,0.08043478260869565,0.12608695652173912,0.7934782608695652,-0.04565217391304348,0.0003979925262288481,0.004189986400649159,0.006859635236492002,0.10662675420267859,-0.9845864766769685,4.630434782608695
5,2.0,2.0,universe,460,0.030434782608695653,0.03260869565217391,0.9369565217391305,-0.0021739130434782587,0.0003857786836423967,0.0030935070490005767,0.006004008575485079,0.09669814069757261,-0.9906877633792709,4.921739130434783
5,1.5,1.25,universe,460,0.043478260869565216,0.12608695652173912,0.8304347826086956,-0.08260869565217391,0.0003200071955373399,0.002451428300300762,0.005405240034494853,0.08599636718939449,-0.9864169912347978,4.7
5,1.0,1.5,universe,460,0.15217391304347827,0.09130434782608696,0.7565217391304347,0.060869565217391314,6.551554417871953e-05,0.005223712142417236,0.001113348912375779,0.016877530565272265,-0.9872005999704562,4.654347826086957
5,1.0,1.0,universe,460,0.15217391304347827,0.2108695652173913,0.6369565217391304,-0.05869565217391304,5.840538603990055e-05,0.0030935070490005767,0.0010118526152044368,0.01571721417461204,-0.9852337700778138,4.413043478260869
5,1.0,0.75,universe,460,0.15217391304347827,0.31521739130434784,0.532608695652174,-0.16304347826086957,2.123065546527588e-05,-0.0009533668793649808,0.0003785690139615235,0.006171132229936025,-0.9801837735032085,4.126086956521739
5,1.25,1.5,universe,460,0.08043478260869565,0.09130434782608696,0.8282608695652174,-0.010869565217391311,-5.1719758255398395e-05,0.004923341648710333,-0.0008756440808161197,-0.013351045166461174,-0.9870926461605436,4.728260869565218
5,1.25,1.0,universe,460,0.08043478260869565,0.2108695652173913,0.7086956521739131,-0.13043478260869568,-5.882991639421737e-05,0.002451428300300762,-0.0010152747432452046,-0.015863336064991726,-0.9851092274606235,4.48695652173913
5,1.25,0.75,universe,460,0.08043478260869565,0.31521739130434784,0.6043478260869565,-0.2347826086956522,-9.600464696884205e-05,-0.0014116612798291128,-0.0017048896871033343,-0.027958472591675797,-0.9806418425008536,4.2
5,1.5,1.5,universe,460,0.043478260869565216,0.09130434782608696,0.8652173913043478,-0.04782608695652174,-0.00012970508894690708,0.0030935070490005767,-0.0021535912283055245,-0.0335889122946476,-0.9886255272942733,4.797826086956522
5,1.5,1.0,universe,460,0.043478260869565216,0.2108695652173913,0.7456521739130435,-0.1673913043478261,-0.00013681524708572608,0.0017757160747109424,-0.0023138289704400144,-0.0370032578549874,-0.9868776599818189,4.556521739130435
5,1.5,0.75,universe,460,0.043478260869565216,0.3173913043478261,0.6391304347826087,-0.27391304347826084,-0.00017398997766035075,-0.0019690825271245216,-0.003024361450846259,-0.050804080063983056,-0.9820697782464713,4.269565217391304
5,1.0,2.0,universe,460,0.15217391304347827,0.03260869565217391,0.8152173913043478,0.11956521739130435,-0.00036020889074388256,0.005223712142417236,-0.006015927738356036,-0.0898084000750431,-0.9905753506950469,4.75
5,1.25,2.0,universe,460,0.08043478260869565,0.03260869565217391,0.8869565217391304,0.047826086956521734,-0.00047744419317800093,0.004923341648710333,-0.0079454032583897,-0.11928487843500547,-0.9904958605004118,4.823913043478261
5,1.5,2.0,universe,460,0.043478260869565216,0.03260869565217391,0.9239130434782609,0.010869565217391304,-0.0005554295238695087,0.0030935070490005767,-0.009070734992359416,-0.13922231715764233,-0.9916245748993864,4.893478260869565
