date,available_investable_capital,actually_invested_capital,unused_capital,primary_reason,selected_count,dual_trend_cap,uncapped_volatility_target_exposure
2008-12-31,1.0,0.25,0.75,volatility targeting,2,0.25,0.6
2009-01-08,1.0,0.25,0.75,volatility targeting,4,0.25,0.6
2009-01-15,1.0,0.25,0.75,volatility targeting,4,0.25,0.6
2009-01-23,1.0,0.25,0.75,volatility targeting,4,0.25,0.6
2009-01-30,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-02-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-02-13,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-02-23,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-03-02,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-03-09,1.0,0.25,0.75,dual trend,3,0.25,0.75
2009-03-16,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-03-23,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-03-30,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-04-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-04-14,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-04-21,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-04-28,1.0,0.25,0.75,dual trend,4,0.25,0.75
2009-05-05,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2009-05-12,1.0,0.4,0.6,volatility targeting,4,0.4,0.7233805938378775
2009-05-19,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2009-05-27,1.0,0.4,0.6,volatility targeting,4,0.4,0.7428624635886631
2009-06-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.7331864082479553
2009-06-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.7371947777416442
2009-06-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.6590221481222857
2009-06-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.661808204615481
2009-07-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.662307362631095
2009-07-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.6551195263428207
2009-07-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.6531676052877422
2009-07-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.6391147774866809
2009-07-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-08-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-08-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-08-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-08-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-09-03,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2009-09-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-09-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-09-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-10-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-10-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-10-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-10-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-10-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-11-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-11-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-11-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-11-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-12-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-12-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-12-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2009-12-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-01-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-01-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-01-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-01-28,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2010-02-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-02-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-02-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-02-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-03-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-03-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-03-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-03-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-04-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-04-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-04-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-04-26,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2010-05-03,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2010-05-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-05-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-05-24,1.0,0.4,0.6,volatility targeting,2,0.4,0.75
2010-06-01,1.0,0.4,0.6,volatility targeting,2,0.4,0.75
2010-06-08,1.0,0.25,0.75,dual trend,2,0.25,0.75
2010-06-15,1.0,0.4,0.6,volatility targeting,3,0.4,0.75
2010-06-22,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2010-06-29,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2010-07-07,1.0,0.25,0.75,dual trend,4,0.25,0.75
2010-07-14,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2010-07-21,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2010-07-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-08-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-08-11,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2010-08-18,1.0,0.25,0.75,dual trend,3,0.25,0.75
2010-08-25,1.0,0.25,0.75,dual trend,4,0.25,0.75
2010-09-01,1.0,0.25,0.75,dual trend,4,0.25,0.75
2010-09-09,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2010-09-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-09-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-09-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-10-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-10-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-10-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-10-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-11-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-11-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-11-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-11-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-12-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-12-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-12-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2010-12-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-01-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-01-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-01-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-01-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-02-01,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2011-02-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-02-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-02-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-03-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-03-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-03-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-03-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-03-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-04-06,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2011-04-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-04-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-04-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-05-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-05-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-05-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-05-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-06-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-06-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-06-17,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-06-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-07-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-07-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-07-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-07-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-08-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-08-08,1.0,0.25,0.75,dual trend,3,0.25,0.75
2011-08-15,1.0,0.25,0.75,dual trend,4,0.25,0.75
2011-08-22,1.0,0.25,0.75,dual trend,2,0.25,0.75
2011-08-29,1.0,0.25,0.75,dual trend,2,0.25,0.75
2011-09-06,1.0,0.25,0.75,dual trend,3,0.25,0.75
2011-09-13,1.0,0.25,0.75,dual trend,3,0.25,0.75
2011-09-20,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-09-27,1.0,0.25,0.75,dual trend,4,0.25,0.75
2011-10-04,1.0,0.25,0.75,dual trend,4,0.25,0.75
2011-10-11,1.0,0.25,0.75,dual trend,4,0.25,0.75
2011-10-18,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-10-25,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-11-01,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-11-08,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-11-15,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-11-22,1.0,0.25,0.75,dual trend,2,0.25,0.75
2011-11-30,1.0,0.25,0.75,dual trend,3,0.25,0.75
2011-12-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2011-12-14,1.0,0.25,0.75,dual trend,4,0.25,0.75
2011-12-21,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2011-12-29,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2012-01-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-01-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-01-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-01-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-02-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-02-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-02-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-02-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-03-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-03-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-03-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-03-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-04-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-04-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-04-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-04-25,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2012-05-02,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2012-05-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-05-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-05-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-05-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-06-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-06-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-06-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-06-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-07-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-07-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-07-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-07-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-08-03,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2012-08-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-08-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-08-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-08-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-09-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-09-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-09-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-10-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2012-10-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
