model,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,window_start,overlay,stress_period
2015-01-01_drawdown_aware_trend_filter_covid_crash_2020,2020-02-21,2020-04-27,10,-0.12805191582776188,-0.5107975795548165,0.24531433977792902,-2.7657561962355333,-3.1430663147125415,-3.5071416903412476,-0.1456449794890139,0.7,2015-01-01,drawdown_aware_trend_filter,covid_crash_2020
2015-01-01_drawdown_aware_trend_filter_2022_bear_market,2022-01-07,2022-12-29,50,-0.13577756923477236,-0.13904814485865125,0.12756259524117858,-1.1266086942625209,-1.2091354108877839,-0.9127514919799204,-0.1523395426689811,0.46,2015-01-01,drawdown_aware_trend_filter,2022_bear_market
2015-01-01_drawdown_aware_trend_filter_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.44327977176167876,0.45710535003087727,0.31511845182844783,1.371111149681493,3.092917557958817,1.8273654189586377,-0.25014446770661136,0.58,2015-01-01,drawdown_aware_trend_filter,2024_ai_bull_market
2020-01-01_base_growth_v2_2011_euro_crisis,,,0,,,,,,,,,2020-01-01,base_growth_v2,2011_euro_crisis
2020-01-01_base_growth_v2_2018_q4_selloff,,,0,,,,,,,,,2020-01-01,base_growth_v2,2018_q4_selloff
2020-01-01_base_growth_v2_covid_crash_2020,,,0,,,,,,,,,2020-01-01,base_growth_v2,covid_crash_2020
2020-01-01_base_growth_v2_2022_bear_market,2022-01-05,2022-12-27,50,-0.32427386629033994,-0.3311209043725202,0.26734306889618814,-1.3877541161862965,-1.980969020627028,-0.889526630749796,-0.37224394742787315,0.46,2020-01-01,base_growth_v2,2022_bear_market
2020-01-01_base_growth_v2_2024_ai_bull_market,2024-01-03,2024-12-31,51,0.5645372170410838,0.5688837683608514,0.30887434594893304,1.640035481619397,3.87013266629489,4.215969522627922,-0.13493545560695885,0.5686274509803921,2020-01-01,base_growth_v2,2024_ai_bull_market
2020-01-01_spy_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2020-01-01,spy_trend_filter,2011_euro_crisis
2020-01-01_spy_trend_filter_2018_q4_selloff,,,0,,,,,,,,,2020-01-01,spy_trend_filter,2018_q4_selloff
2020-01-01_spy_trend_filter_covid_crash_2020,,,0,,,,,,,,,2020-01-01,spy_trend_filter,covid_crash_2020
2020-01-01_spy_trend_filter_2022_bear_market,2022-01-05,2022-12-27,50,-0.19254127438104995,-0.19701575174722896,0.16336591811200774,-1.2806644051380334,-1.825492485878459,-0.8863598411363857,-0.22227513319493208,0.46,2020-01-01,spy_trend_filter,2022_bear_market
2020-01-01_spy_trend_filter_2024_ai_bull_market,2024-01-03,2024-12-31,51,0.5645372170410838,0.5688837683608514,0.30887434594893304,1.640035481619397,3.87013266629489,4.215969522627922,-0.13493545560695885,0.5686274509803921,2020-01-01,spy_trend_filter,2024_ai_bull_market
2020-01-01_qqq_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2020-01-01,qqq_trend_filter,2011_euro_crisis
2020-01-01_qqq_trend_filter_2018_q4_selloff,,,0,,,,,,,,,2020-01-01,qqq_trend_filter,2018_q4_selloff
2020-01-01_qqq_trend_filter_covid_crash_2020,,,0,,,,,,,,,2020-01-01,qqq_trend_filter,covid_crash_2020
2020-01-01_qqq_trend_filter_2022_bear_market,2022-01-05,2022-12-27,50,-0.20598559612284362,-0.21072997934066173,0.15095364765565825,-1.5141812425306767,-1.988291021048926,-1.0232725732805177,-0.2059372886982408,0.46,2020-01-01,qqq_trend_filter,2022_bear_market
2020-01-01_qqq_trend_filter_2024_ai_bull_market,2024-01-03,2024-12-31,51,0.5645372170410838,0.5688837683608514,0.30887434594893304,1.640035481619397,3.87013266629489,4.215969522627922,-0.13493545560695885,0.5686274509803921,2020-01-01,qqq_trend_filter,2024_ai_bull_market
2020-01-01_dual_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2020-01-01,dual_trend_filter,2011_euro_crisis
2020-01-01_dual_trend_filter_2018_q4_selloff,,,0,,,,,,,,,2020-01-01,dual_trend_filter,2018_q4_selloff
2020-01-01_dual_trend_filter_covid_crash_2020,,,0,,,,,,,,,2020-01-01,dual_trend_filter,covid_crash_2020
