date,ticker,action,old_weight,new_weight,weight_change,old_position_value,new_position_value,estimated_trade_value,reason,data_mode,growth_model_version,execution_price,raw_target_rank,raw_target_return_exact,quality_filter_pass,tradability_filter_pass,holding_quality_classification,archive_reason
2026-06-29,AMAT,HOLD,0.1124999999999999,0.1124999999999999,0.0,10354.444508877805,10715.31963511745,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,617.1099853515625,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-29,ARM,HOLD,0.1124999999999999,0.1124999999999999,0.0,10354.444508877805,10715.31963511745,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,439.4599914550781,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-30,CASH,HOLD,0.55,0.55,0.0,51743.511203703165,51743.511203703165,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-30,KEEL,HOLD,0.1124999999999999,0.1124999999999999,0.0,10715.31963511745,10583.900018939274,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,5.739999771118164,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-30,MU,HOLD,0.1124999999999999,0.1124999999999999,0.0,10715.31963511745,10583.900018939274,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-30,AMAT,HOLD,0.1124999999999999,0.1124999999999999,0.0,10715.31963511745,10583.900018939274,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,723.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-06-30,ARM,HOLD,0.1124999999999999,0.1124999999999999,0.0,10715.31963511745,10583.900018939274,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,354.57000732421875,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-01,AMAT,HOLD,0.1124999999999999,0.1124999999999999,0.0,10583.900018939274,10451.798865598266,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-01,ARM,HOLD,0.1124999999999999,0.1124999999999999,0.0,10583.900018939274,10451.798865598266,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,337.4700012207031,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-01,KEEL,HOLD,0.1124999999999999,0.1124999999999999,0.0,10583.900018939274,10451.798865598266,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,5.380000114440918,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-01,MU,HOLD,0.1124999999999999,0.1124999999999999,0.0,10583.900018939274,10451.798865598266,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-01,CASH,HOLD,0.55,0.55,0.0,51097.68334292491,51097.68334292491,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-02,SE,BUY,0.0,0.1,0.1,0.0,9068.28876304533,9068.28876304533,new_growth_selection,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,103.3000030517578,2.0,0.1487872766114446,True,True,institutional_quality,official row invalidated by Phase100 stale market data audit
2026-07-02,CASH,CASH_CHANGE,0.55,0.6,0.0499999999999999,49875.58819674931,54409.73257827197,4534.1443815226585,cash_rebalance,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-02,MU,SELL,0.1124999999999999,0.0,-0.1124999999999999,10451.798865598266,0.0,10201.824858425987,removed_from_growth_allocation,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-02,AMBA,BUY,0.0,0.1,0.1,0.0,9068.28876304533,9068.28876304533,new_growth_selection,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,78.36000061035156,1.0,0.1645377706675761,True,True,speculative_but_tradable,official row invalidated by Phase100 stale market data audit
2026-07-02,ARM,REDUCE,0.1124999999999999,0.1,-0.0124999999999999,10451.798865598266,9068.28876304533,1133.5360953806571,target_weight_reduced,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,315.2799987792969,30.0,0.06806180620084,True,True,speculative_but_tradable,official row invalidated by Phase100 stale market data audit
2026-07-02,AMAT,SELL,0.1124999999999999,0.0,-0.1124999999999999,10451.798865598266,0.0,10201.824858425987,removed_from_growth_allocation,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-02,KEEL,REDUCE,0.1124999999999999,0.1,-0.0124999999999999,10451.798865598266,9068.28876304533,1133.5360953806571,target_weight_reduced,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,4.590000152587891,15.0,0.1029936392890442,True,True,speculative_but_tradable,official row invalidated by Phase100 stale market data audit
2026-07-06,SE,HOLD,0.1,0.1,0.0,9068.28876304533,9153.553585958183,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-06,CASH,HOLD,0.6,0.6,0.0,54921.32151574912,54921.32151574912,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-06,ARM,HOLD,0.1,0.1,0.0,9068.28876304533,9153.553585958183,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,322.239990234375,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-06,AMBA,HOLD,0.1,0.1,0.0,9068.28876304533,9153.553585958183,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,79.7300033569336,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-06,KEEL,HOLD,0.1,0.1,0.0,9068.28876304533,9153.553585958183,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,4.840000152587891,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-08,CASH,HOLD,0.6,0.6,0.0,54228.63525309623,54228.63525309623,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-08,KEEL,HOLD,0.1,0.1,0.0,9153.553585958183,9038.10587551604,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,4.559999942779541,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-08,SE,HOLD,0.1,0.1,0.0,9153.553585958183,9038.10587551604,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-08,AMBA,HOLD,0.1,0.1,0.0,9153.553585958183,9038.10587551604,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-08,ARM,HOLD,0.1,0.1,0.0,9153.553585958183,9038.10587551604,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,300.239990234375,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-09,AMBA,HOLD,0.1,0.1,0.0,9038.10587551604,9176.777492123269,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-09,ARM,HOLD,0.1,0.1,0.0,9038.10587551604,9176.777492123269,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,327.8699951171875,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-09,KEEL,HOLD,0.1,0.1,0.0,9038.10587551604,9176.777492123269,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,4.840000152587891,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-09,SE,HOLD,0.1,0.1,0.0,9038.10587551604,9176.777492123269,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-09,CASH,HOLD,0.6,0.6,0.0,55060.664952739615,55060.664952739615,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-10,ARM,HOLD,0.1,0.1,0.0,9176.777492123269,9128.213892269076,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,323.3900146484375,26.0,0.0680233169986985,True,True,speculative_but_tradable,official row invalidated by Phase100 stale market data audit
2026-07-10,KEEL,HOLD,0.1,0.1,0.0,9176.777492123269,9128.213892269076,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,4.650000095367432,5.0,0.1075856234274812,True,True,speculative_but_tradable,official row invalidated by Phase100 stale market data audit
2026-07-10,BABA,BUY,0.0,0.1,0.1,0.0,9128.213892269076,9128.213892269076,new_growth_selection,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,112.33000183105467,1.0,0.1560519390934327,True,True,institutional_quality,official row invalidated by Phase100 stale market data audit
2026-07-10,SE,HOLD,0.1,0.1,0.0,9176.777492123269,9128.213892269076,0.0,still_selected_same_weight,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,111.13999938964844,2.0,0.1377775201961668,True,True,institutional_quality,official row invalidated by Phase100 stale market data audit
2026-07-10,AMBA,SELL,0.1,0.0,-0.1,9176.777492123269,0.0,9128.213892269076,removed_from_growth_allocation,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,,,,,,,official row invalidated by Phase100 stale market data audit
2026-07-10,CASH,HOLD,0.6,0.6,0.0,54769.28335361445,54769.28335361445,0.0,cash_unchanged,historical_debug_reconstruction,growth_champion_final_v1_0_frozen,1.0,,,,,,official row invalidated by Phase100 stale market data audit
