date,model_version,data_mode,rebalance_due,signal_date,economic_application_date,holdings,weights,exposure,cash,gross_daily_return,turnover,commissions,spread_cost,slippage,market_impact,net_daily_return,gross_equity,net_equity,drawdown,spy_daily_return,qqq_daily_return,base_return,base_exposure,base_turnover,hmm_state,hmm_regime_label,strategy_return,strategy_exposure,strategy_turnover,hmm_action,variant,fold_id,train_end_after_purge,test_start,test_end,hmm_factor
2012-10-15,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-15,2012-10-16,"TMUS,SIRI,REGN,GILD",,0.6,0.4,-0.013695410494238,0.15,0.0,0.0,0.0,0.0,-0.013695410494238,1.2348951737004883,1.2348951737004883,-0.1593176762241506,,,-0.013695410494238,0.6,0.15,1,risk_on,-0.013695410494238,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-22,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-22,2012-10-23,"SIRI,NFLX,REGN,GILD",,0.6,0.4,0.0171810398581833,0.15,0.0,0.0,0.0,0.0,0.0171810398581833,1.2561119569005148,1.2561119569005148,-0.1448738797112876,,,0.0171810398581833,0.6,0.15,0,neutral,0.0171810398581833,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-31,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-31,2012-11-01,"NFLX,TTWO,GILD,SIRI",,0.6,0.4,-0.0180211271668339,0.15,0.0,0.0,0.0,0.0,-0.0180211271668339,1.23347540358943,1.23347540358943,-0.1602842162686918,,,-0.0180211271668339,0.6,0.15,0,neutral,-0.0180211271668339,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-07,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-07,2012-11-08,"NFLX,ODFL,TTWO,GILD",,0.6,0.4,0.0303266743741983,0.15,0.0,0.0,0.0,0.0,0.0303266743741983,1.2708826105026696,1.2708826105026696,-0.1348184291285976,,,0.0303266743741983,0.6,0.15,0,neutral,0.0303266743741983,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-14,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-14,2012-11-15,"NFLX,GILD,ODFL,TTWO",,0.4,0.6,0.0160586631745632,0.0,0.0,0.0,0.0,0.0,0.0160586631745632,1.2912912862791417,1.2912912862791417,-0.1209247696971342,,,0.0160586631745632,0.4,0.0,0,neutral,0.0160586631745632,0.4,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-21,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-21,2012-11-23,"NFLX,GILD,ODFL,TTWO",,0.4,0.6,-0.0035181039129765,0.0,0.0,0.0,0.0,0.0,-0.0035181039129765,1.2867483893520903,1.2867483893520903,-0.1240174477046636,,,-0.0035181039129765,0.4,0.0,0,neutral,-0.0035181039129765,0.4,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-29,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-29,2012-11-30,"REGN,GILD,ODFL,TTWO",,0.6,0.4,0.0005319117230829,0.15,0.0,0.0,0.0,0.0,0.0005319117230829,1.2874328259050447,1.2874328259050447,-0.1235515023158816,,,0.0005319117230829,0.6,0.15,1,risk_on,0.0005319117230829,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-06,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-06,2012-12-07,"NFLX,REGN,ODFL,TTWO",,0.4,0.6,0.0130370686623479,0.15,0.0,0.0,0.0,0.0,0.0130370686623479,1.3042171760545296,1.3042171760545296,-0.112125183072562,,,0.0130370686623479,0.4,0.15,1,risk_on,0.0130370686623479,0.4,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-13,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-13,2012-12-14,"NFLX,REGN,ODFL,TTWO",,0.6,0.4,-0.0224293372694861,0.0,0.0,0.0,0.0,0.0,-0.0224293372694861,1.2749644491401455,1.2749644491401455,-0.1320396267945107,,,-0.0224293372694861,0.6,0.0,1,risk_on,-0.0224293372694861,0.6,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-20,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-20,2012-12-21,"NFLX,YPF,ODFL,REGN",,0.6,0.4,-0.0045310542401894,0.15,0.0,0.0,0.0,0.0,-0.0045310542401894,1.2691875160667785,1.2691875160667785,-0.1359724023238399,,,-0.0045310542401894,0.6,0.15,1,risk_on,-0.0045310542401894,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-28,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-28,2012-12-31,"NFLX,YPF,ODFL,REGN",,0.4,0.6,0.0186275689369118,0.0,0.0,0.0,0.0,0.0,0.0186275689369118,1.29282939401618,1.29282939401618,-0.119877668684733,,,0.0186275689369118,0.4,0.0,1,risk_on,0.0186275689369118,0.4,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-07,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-07,2013-01-08,"NFLX,YPF,ODFL,REGN",,0.6,0.4,-0.0004724012795307,0.0,0.0,0.0,0.0,0.0,-0.0004724012795307,1.292218659756232,1.292218659756232,-0.1202934396001899,,,-0.0004724012795307,0.6,0.0,1,risk_on,-0.0004724012795307,0.6,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-14,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-14,2013-01-15,"NFLX,MU,ODFL,REGN",,0.6,0.4,0.0139240967394123,0.15,0.0,0.0,0.0,0.0,0.0139240967394123,1.3102116373831514,1.3102116373831514,-0.1080443203508874,,,0.0139240967394123,0.6,0.15,1,risk_on,0.0139240967394123,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-22,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-22,2013-01-23,"MU,NFLX,ODFL,REGN",,0.6,0.4,0.091380387256944,0.0,0.0,0.0,0.0,0.0,0.091380387256944,1.4299392841957783,1.4299392841957783,-0.0265370649285207,,,0.091380387256944,0.6,0.0,1,risk_on,0.091380387256944,0.6,0.0,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-29,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-29,2013-01-30,"NFLX,SMCI,ODFL,REGN",,0.6,0.4,0.014215371572022,0.15,0.0,0.0,0.0,0.0,0.014215371572022,1.4502664024460523,1.4502664024460523,-0.0126989275948885,,,0.014215371572022,0.6,0.15,1,risk_on,0.014215371572022,0.6,0.15,canonical_no_hmm,canonical,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-03,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-03,2012-08-06,"TMUS,ASML,CSGP",,0.6,0.4,0.0116994989759568,0.1499999999999999,0.0,0.0,0.0,0.0,0.0116994989759568,1.2166749137883432,1.2166749137883432,-0.1717215229383959,,,0.0116994989759568,0.6,0.1499999999999999,1,risk_on,0.0116994989759568,0.6,0.1499999999999999,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-10,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-10,2012-08-13,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,0.0187876430331079,0.1499999999999999,0.0,0.0,0.0,0.0,0.0187876430331079,1.239533367755936,1.239533367755936,-0.1561601225793562,,,0.0187876430331079,0.6,0.1499999999999999,1,risk_on,0.0187876430331079,0.6,0.1499999999999999,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-17,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-17,2012-08-20,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0074316242529071,0.0,0.0,0.0,0.0,0.0,-0.0074316242529071,1.2303216215178334,1.2303216215178334,-0.1624312234779656,,,-0.0074316242529071,0.6,0.0,1,risk_on,-0.0074316242529071,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-24,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-24,2012-08-27,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0005208241148858,0.0,0.0,0.0,0.0,0.0,-0.0005208241148858,1.2296808403482815,1.2296808403482815,-0.1628674494946537,,,-0.0005208241148858,0.6,0.0,1,risk_on,-0.0005208241148858,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-31,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-31,2012-09-04,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0027172111964516,0.0,0.0,0.0,0.0,0.0,-0.0027172111964516,1.226339537800825,1.226339537800825,-0.1651421154338009,,,-0.0027172111964516,0.6,0.0,1,risk_on,-0.0027172111964516,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-09-10,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-10,2012-09-11,"TMUS,REGN,ASML,SIRI",,0.6,0.4,0.0065028882672952,0.15,0.0,0.0,0.0,0.0,0.0065028882672952,1.2343142867929104,1.2343142867929104,-0.1597131278913964,,,0.0065028882672952,0.6,0.15,1,risk_on,0.0065028882672952,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-09-17,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-17,2012-09-18,"TMUS,GILD,ASML,REGN",,0.6,0.4,0.0032979347015527,0.15,0.0,0.0,0.0,0.0,0.0032979347015527,1.238384974711947,1.238384974711947,-0.1569419166566102,,,0.0032979347015527,0.6,0.15,1,risk_on,0.0032979347015527,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-09-24,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-24,2012-09-25,"TMUS,GILD,ASML,REGN",,0.6,0.4,0.0434380954222344,0.0,0.0,0.0,0.0,0.0,0.0434380954222344,1.292178059412946,1.292178059412946,-0.1203210791858541,,,0.0434380954222344,0.6,0.0,1,risk_on,0.0434380954222344,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-01,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-01,2012-10-02,"TMUS,GILD,ASML,REGN",,0.6,0.4,-0.0159203911792531,0.0,0.0,0.0,0.0,0.0,-0.0159203911792531,1.2716060792338435,1.2716060792338435,-0.1343259117173585,,,-0.0159203911792531,0.6,0.0,1,risk_on,-0.0159203911792531,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-08,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-08,2012-10-09,"TMUS,GILD,ASML,REGN",,0.6,0.4,-0.0153850088585284,0.0,0.0,0.0,0.0,0.0,-0.0153850088585284,1.2520424084402724,1.2520424084402724,-0.1476443152341855,,,-0.0153850088585284,0.6,0.0,1,risk_on,-0.0153850088585284,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-15,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-15,2012-10-16,"TMUS,SIRI,REGN,GILD",,0.6,0.4,-0.013695410494238,0.15,0.0,0.0,0.0,0.0,-0.013695410494238,1.2348951737004883,1.2348951737004883,-0.1593176762241506,,,-0.013695410494238,0.6,0.15,1,risk_on,-0.013695410494238,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-22,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-22,2012-10-23,"SIRI,NFLX,REGN,GILD",,0.6,0.4,0.0171810398581833,0.15,0.0,0.0,0.0,0.0,0.0171810398581833,1.2561119569005148,1.2561119569005148,-0.1448738797112876,,,0.0171810398581833,0.6,0.15,0,neutral,0.0171810398581833,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-10-31,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-31,2012-11-01,"NFLX,TTWO,GILD,SIRI",,0.6,0.4,-0.0180211271668339,0.15,0.0,0.0,0.0,0.0,-0.0180211271668339,1.23347540358943,1.23347540358943,-0.1602842162686918,,,-0.0180211271668339,0.6,0.15,0,neutral,-0.0180211271668339,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-07,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-07,2012-11-08,"NFLX,ODFL,TTWO,GILD",,0.6,0.4,0.0303266743741983,0.15,0.0,0.0,0.0,0.0,0.0303266743741983,1.2708826105026696,1.2708826105026696,-0.1348184291285976,,,0.0303266743741983,0.6,0.15,0,neutral,0.0303266743741983,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-14,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-14,2012-11-15,"NFLX,GILD,ODFL,TTWO",,0.4,0.6,0.0160586631745632,0.0,0.0,0.0,0.0,0.0,0.0160586631745632,1.2912912862791417,1.2912912862791417,-0.1209247696971342,,,0.0160586631745632,0.4,0.0,0,neutral,0.0160586631745632,0.4,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-21,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-21,2012-11-23,"NFLX,GILD,ODFL,TTWO",,0.4,0.6,-0.0035181039129765,0.0,0.0,0.0,0.0,0.0,-0.0035181039129765,1.2867483893520903,1.2867483893520903,-0.1240174477046636,,,-0.0035181039129765,0.4,0.0,0,neutral,-0.0035181039129765,0.4,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-11-29,growth_champion_final_reconstructed_stress,reconstructed,True,2012-11-29,2012-11-30,"REGN,GILD,ODFL,TTWO",,0.6,0.4,0.0005319117230829,0.15,0.0,0.0,0.0,0.0,0.0005319117230829,1.2874328259050447,1.2874328259050447,-0.1235515023158816,,,0.0005319117230829,0.6,0.15,1,risk_on,0.0005319117230829,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-06,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-06,2012-12-07,"NFLX,REGN,ODFL,TTWO",,0.4,0.6,0.0130370686623479,0.15,0.0,0.0,0.0,0.0,0.0130370686623479,1.3042171760545296,1.3042171760545296,-0.112125183072562,,,0.0130370686623479,0.4,0.15,1,risk_on,0.0130370686623479,0.4,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-13,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-13,2012-12-14,"NFLX,REGN,ODFL,TTWO",,0.6,0.4,-0.0224293372694861,0.0,0.0,0.0,0.0,0.0,-0.0224293372694861,1.2749644491401455,1.2749644491401455,-0.1320396267945107,,,-0.0224293372694861,0.6,0.0,1,risk_on,-0.0224293372694861,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-20,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-20,2012-12-21,"NFLX,YPF,ODFL,REGN",,0.6,0.4,-0.0045310542401894,0.15,0.0,0.0,0.0,0.0,-0.0045310542401894,1.2691875160667785,1.2691875160667785,-0.1359724023238399,,,-0.0045310542401894,0.6,0.15,1,risk_on,-0.0045310542401894,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-12-28,growth_champion_final_reconstructed_stress,reconstructed,True,2012-12-28,2012-12-31,"NFLX,YPF,ODFL,REGN",,0.4,0.6,0.0186275689369118,0.0,0.0,0.0,0.0,0.0,0.0186275689369118,1.29282939401618,1.29282939401618,-0.119877668684733,,,0.0186275689369118,0.4,0.0,1,risk_on,0.0186275689369118,0.4,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-07,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-07,2013-01-08,"NFLX,YPF,ODFL,REGN",,0.6,0.4,-0.0004724012795307,0.0,0.0,0.0,0.0,0.0,-0.0004724012795307,1.292218659756232,1.292218659756232,-0.1202934396001899,,,-0.0004724012795307,0.6,0.0,1,risk_on,-0.0004724012795307,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-14,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-14,2013-01-15,"NFLX,MU,ODFL,REGN",,0.6,0.4,0.0139240967394123,0.15,0.0,0.0,0.0,0.0,0.0139240967394123,1.3102116373831514,1.3102116373831514,-0.1080443203508874,,,0.0139240967394123,0.6,0.15,1,risk_on,0.0139240967394123,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-22,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-22,2013-01-23,"MU,NFLX,ODFL,REGN",,0.6,0.4,0.091380387256944,0.0,0.0,0.0,0.0,0.0,0.091380387256944,1.4299392841957783,1.4299392841957783,-0.0265370649285207,,,0.091380387256944,0.6,0.0,1,risk_on,0.091380387256944,0.6,0.0,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2013-01-29,growth_champion_final_reconstructed_stress,reconstructed,True,2013-01-29,2013-01-30,"NFLX,SMCI,ODFL,REGN",,0.6,0.4,0.014215371572022,0.15,0.0,0.0,0.0,0.0,0.014215371572022,1.4502664024460523,1.4502664024460523,-0.0126989275948885,,,0.014215371572022,0.6,0.15,1,risk_on,0.014215371572022,0.6,0.15,no_allocation_change,hmm_diagnostic_only,1,2011-12-01,2012-07-31,2013-01-30,
2012-08-03,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-03,2012-08-06,"TMUS,ASML,CSGP",,0.6,0.4,0.0116994989759568,0.1499999999999999,0.0,0.0,0.0,0.0,0.0116994989759568,1.2166749137883432,1.2166749137883432,-0.1717215229383959,,,0.0116994989759568,0.6,0.1499999999999999,1,risk_on,0.0116994989759568,0.6,0.1499999999999999,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-08-10,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-10,2012-08-13,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,0.0187876430331079,0.1499999999999999,0.0,0.0,0.0,0.0,0.0187876430331079,1.239533367755936,1.239533367755936,-0.1561601225793562,,,0.0187876430331079,0.6,0.1499999999999999,1,risk_on,0.0187876430331079,0.6,0.1499999999999999,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-08-17,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-17,2012-08-20,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0074316242529071,0.0,0.0,0.0,0.0,0.0,-0.0074316242529071,1.2303216215178334,1.2303216215178334,-0.1624312234779656,,,-0.0074316242529071,0.6,0.0,1,risk_on,-0.0074316242529071,0.6,0.0,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-08-24,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-24,2012-08-27,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0005208241148858,0.0,0.0,0.0,0.0,0.0,-0.0005208241148858,1.2296808403482815,1.2296808403482815,-0.1628674494946537,,,-0.0005208241148858,0.6,0.0,1,risk_on,-0.0005208241148858,0.6,0.0,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-08-31,growth_champion_final_reconstructed_stress,reconstructed,True,2012-08-31,2012-09-04,"TMUS,SIRI,ASML,CSGP",,0.6,0.4,-0.0027172111964516,0.0,0.0,0.0,0.0,0.0,-0.0027172111964516,1.226339537800825,1.226339537800825,-0.1651421154338009,,,-0.0027172111964516,0.6,0.0,1,risk_on,-0.0027172111964516,0.6,0.0,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-09-10,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-10,2012-09-11,"TMUS,REGN,ASML,SIRI",,0.6,0.4,0.0065028882672952,0.15,0.0,0.0,0.0,0.0,0.0065028882672952,1.2343142867929104,1.2343142867929104,-0.1597131278913964,,,0.0065028882672952,0.6,0.15,1,risk_on,0.0065028882672952,0.6,0.15,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-09-17,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-17,2012-09-18,"TMUS,GILD,ASML,REGN",,0.6,0.4,0.0032979347015527,0.15,0.0,0.0,0.0,0.0,0.0032979347015527,1.238384974711947,1.238384974711947,-0.1569419166566102,,,0.0032979347015527,0.6,0.15,1,risk_on,0.0032979347015527,0.6,0.15,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-09-24,growth_champion_final_reconstructed_stress,reconstructed,True,2012-09-24,2012-09-25,"TMUS,GILD,ASML,REGN",,0.6,0.4,0.0434380954222344,0.0,0.0,0.0,0.0,0.0,0.0434380954222344,1.292178059412946,1.292178059412946,-0.1203210791858541,,,0.0434380954222344,0.6,0.0,1,risk_on,0.0434380954222344,0.6,0.0,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
2012-10-01,growth_champion_final_reconstructed_stress,reconstructed,True,2012-10-01,2012-10-02,"TMUS,GILD,ASML,REGN",,0.6,0.4,-0.0159203911792531,0.0,0.0,0.0,0.0,0.0,-0.0159203911792531,1.2716060792338435,1.2716060792338435,-0.1343259117173585,,,-0.0159203911792531,0.6,0.0,1,risk_on,-0.0159203911792531,0.6,0.0,hmm_risk_on_no_change,hmm_exposure_overlay,1,2011-12-01,2012-07-31,2013-01-30,1.0
