date,return,cumulative_return,selected_assets
2022-06-14,0.012728934653755079,-0.2347045033859414,"['MSFT', 'AAPL', 'NVDA', 'TSLA', 'META']"
2022-06-15,0.02492339414854535,-0.21563074208372246,"['MSFT', 'QQQ', 'SPY', 'AAPL', 'GOOGL']"
2022-06-16,-0.03331077538200194,-0.24175869025071905,"['MSFT', 'AAPL', 'SPY', 'AMZN']"
2022-06-17,0.014175941346186613,-0.23100990591745751,"['GOOGL', 'META', 'QQQ', 'NVDA', 'XLF']"
2022-06-21,0.028385966146660453,-0.20918137913971313,"['SPY', 'QQQ', 'AAPL', 'AMZN']"
2022-06-23,0.006096925038774719,-0.20435981728906072,"['QQQ', 'META', 'TSLA']"
2022-06-24,0.053304340991286746,-0.16194874168346707,"['GOOGL', 'NVDA', 'QQQ']"
2022-06-27,-0.014515042031886348,-0.1741130909228068,"['GOOGL', 'QQQ', 'AMZN', 'NVDA', 'MSFT']"
2022-06-28,-0.03779128228737237,-0.20532441624118847,"['MSFT', 'AAPL', 'SPY', 'NVDA', 'QQQ']"
2022-06-30,-0.018300868061706457,-0.2198676692514181,"['TSLA', 'QQQ', 'AAPL', 'MSFT', 'NVDA']"
2022-07-01,0.011568302047672563,-0.21084286281216358,"['MSFT', 'TSLA', 'META', 'AMZN', 'SPY']"
2022-07-05,0.03006147082507752,-0.18711963855618974,"['GOOGL', 'AAPL', 'AMZN', 'META', 'NVDA']"
2022-07-06,0.006179165804179515,-0.18209671602386712,"['TSLA', 'MSFT', 'NVDA', 'SPY']"
2022-07-07,0.04659218706933141,-0.14398881321223067,"['GOOGL', 'META', 'QQQ', 'TSLA', 'NVDA']"
2022-07-08,0.002844353319125339,-0.14155401495188247,"['GOOGL', 'AAPL', 'AMZN', 'META', 'NVDA']"
2022-07-11,-0.03862434912612306,-0.17471093238429958,"['TSLA', 'MSFT', 'SPY']"
2022-07-12,-0.032177478296682126,-0.20126665344599282,"['MSFT', 'AMZN']"
2022-07-13,-0.00345656650712465,-0.20402752837981497,"['AAPL', 'MSFT', 'GOOGL', 'TSLA']"
2022-07-14,-0.013793975633480858,-0.21500715325826536,"['GOOGL', 'XLF']"
2022-07-15,0.011530873845734226,-0.20595549977268257,"['AAPL', 'MSFT', 'GOOGL']"
2022-07-18,-0.018285868774933843,-0.22047529330529725,"['AAPL', 'GOOGL', 'MSFT']"
2022-07-19,0.023766556899772806,-0.20194867500885894,"['AAPL', 'MSFT']"
2022-07-20,0.008313301926908767,-0.19531423339103793,"['AAPL', 'MSFT', 'GOOGL', 'TSLA']"
2022-07-21,0.0564494423429266,-0.14989017060467158,"['AAPL', 'TSLA', 'XLF', 'AMZN']"
2022-07-22,-0.012921630743432727,-0.1608749759114807,"['AAPL', 'AMZN', 'XLF', 'QQQ']"
2022-07-25,-0.011467024905466632,-0.17049724346150397,"['TSLA', 'GOOGL', 'NVDA', 'SPY']"
2022-07-26,-0.02213982856910328,-0.18886229228886486,"['AAPL', 'AMZN', 'QQQ']"
2022-07-27,0.04111820482757973,-0.1555097658798249,"['AAPL', 'TSLA', 'XLF', 'SPY']"
2022-07-28,0.007949807407480115,-0.14879623116107166,"['TSLA', 'AAPL', 'XLF', 'META', 'AMZN']"
2022-07-29,0.022685255017825878,-0.1294864565928261,"['AAPL', 'SPY', 'AMZN', 'MSFT']"
2022-08-01,-0.004604851653853386,-0.13349504232288634,"['AAPL', 'SPY']"
2022-08-02,-0.003161166886039515,-0.13623420910168427,"['AAPL', 'TSLA', 'XLF', 'SPY', 'AMZN']"
2022-08-03,0.029886200021018966,-0.11041953190358356,"['AMZN', 'AAPL', 'SPY', 'TSLA', 'XLF']"
2022-08-04,0.010678971684733711,-0.10091972727348975,"['AMZN', 'SPY']"
2022-08-05,-0.01898785545634233,-0.11799133353566948,"['AMZN', 'AAPL', 'QQQ', 'TSLA']"
2022-08-08,-0.0030001548235503613,-0.12063749609077568,"['QQQ', 'AMZN', 'SPY', 'TSLA', 'MSFT']"
2022-08-09,-0.010172876670703825,-0.12958314239188562,"['NVDA', 'QQQ', 'AAPL', 'AMZN', 'MSFT']"
2022-08-10,0.03522458852036533,-0.09892306674145046,"['QQQ', 'AMZN', 'AAPL', 'NVDA']"
2022-08-11,-0.007747632051069094,-0.10590427927004342,"['AAPL', 'MSFT', 'AMZN']"
2022-08-12,0.019886947450551782,-0.08812344465612343,"['AMZN', 'AAPL', 'MSFT']"
2022-08-15,0.0016380457805299808,-0.08662974911227805,"['AMZN', 'SPY', 'XLF', 'MSFT']"
2022-08-16,0.006527106392177698,-0.08066808430928385,"['AMZN', 'XLF', 'SPY']"
2022-08-17,-0.003967176456031667,-0.08431523624049053,"['MSFT', 'AAPL', 'AMZN', 'QQQ']"
2022-08-18,-0.001659493620394845,-0.08583480926424225,"['MSFT', 'AAPL', 'QQQ', 'AMZN']"
2022-08-19,-0.017804618653255895,-0.10211117187137331,"['AAPL', 'TSLA', 'QQQ']"
2022-08-22,-0.022571347757364663,-0.12237773285851716,"['XLF', 'AAPL', 'TSLA']"
2022-08-23,0.0028935638498438225,-0.1198382767924987,"['AAPL', 'SPY', 'TSLA', 'NVDA', 'MSFT']"
2022-08-25,0.01876329978617699,-0.10332353851963816,"['AMZN', 'XLF', 'AAPL']"
2022-08-26,-0.03546956692185386,-0.13512826427736702,"['AMZN', 'TSLA', 'XLF', 'AAPL']"
2022-08-29,-0.009957803062506276,-0.1437404866960209,"['AAPL', 'AMZN', 'SPY', 'META', 'TSLA']"
2022-08-30,-0.006453835232225163,-0.1492666445109101,"['AMZN', 'MSFT', 'GOOGL', 'META', 'QQQ']"
2022-08-31,-0.006156613192964209,-0.15450428071100897,"['AMZN', 'GOOGL', 'MSFT', 'META', 'QQQ']"
2022-09-01,0.0032838443871885657,-0.15172780433882993,"['SPY', 'QQQ', 'GOOGL', 'MSFT']"
2022-09-07,0.01462879929211997,-0.13931860064341683,"['AAPL', 'XLF', 'QQQ']"
2022-09-08,0.005259117051240972,-0.13479217642037467,"['SPY', 'QQQ', 'XLF', 'GOOGL']"
2022-09-09,0.02844166951744723,-0.11018422143821316,"['TSLA', 'GOOGL', 'META', 'NVDA']"
2022-09-12,0.01252911886549434,-0.09903561378022019,"['AMZN', 'QQQ', 'META']"
2022-09-13,-0.05754573971781232,-0.1508822758446422,"['MSFT', 'AAPL', 'XLF', 'GOOGL', 'META']"
2022-09-14,0.003560341354070396,-0.14785912689685776,"['AAPL', 'AMZN', 'XLF', 'MSFT', 'GOOGL']"
2022-09-15,-0.011675946644005349,-0.15780867826438627,"['TSLA', 'QQQ', 'MSFT']"
2022-09-16,0.010306018599824522,-0.14912903883796824,"['GOOGL', 'NVDA']"
2022-09-19,0.008978596176939094,-0.14148941207901033,"['TSLA', 'MSFT', 'GOOGL']"
2022-09-20,-0.0133540188393835,-0.15295397864391747,"['GOOGL', 'QQQ']"
2022-09-21,-0.022976794565852,-0.17241638106443846,"['TSLA', 'AAPL', 'META', 'SPY', 'XLF']"
2022-09-22,-0.022728721807385152,-0.19122629891157394,"['TSLA', 'XLF', 'GOOGL', 'SPY', 'META']"
2022-09-23,-0.029322855885700314,-0.21494185359273432,"['TSLA', 'QQQ', 'MSFT']"
2022-09-26,-0.0025383131253643013,-0.21693457698993412,"['MSFT', 'AMZN', 'QQQ', 'META']"
2022-09-27,0.01011239058366777,-0.20901591357989135,"['TSLA', 'GOOGL', 'META', 'QQQ', 'XLF']"
2022-09-28,0.025265249322036765,-0.18903150342672392,"['QQQ', 'AMZN', 'MSFT', 'META']"
2022-09-29,-0.04846877913943736,-0.2283381563761756,"['AMZN', 'TSLA']"
2022-09-30,-0.020271990149132845,-0.24398127766857947,"['AAPL', 'TSLA', 'MSFT', 'GOOGL']"
2022-10-03,0.030739976433044998,-0.22074127996117088,"['SPY', 'XLF', 'NVDA', 'AAPL']"
2022-10-04,0.040696331412706524,-0.18902830883422927,"['GOOGL', 'TSLA', 'META', 'QQQ', 'NVDA']"
2022-10-05,-0.0004181006109550201,-0.1893673765937729,"['AMZN', 'GOOGL', 'MSFT', 'META', 'QQQ']"
