model,distribution,omega,alpha,beta,gamma,nu,forecast_variance,converged,optimizer_message,stationary,positive_constraints,persistence,log_likelihood,AIC,BIC,date,ticker,model_name,train_observations
EGARCH,student_t,-0.022554165102851163,0.0645576511014274,0.9960362060362977,-0.017099235544395835,3.955350216931936,0.0005382607438824838,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9960362060362977,1607.7607166671075,-3205.521433334215,-3182.3812264533176,2024-09-26,BABA,mle_egarch_student_t,756
GARCH,normal,2.9720716930734594e-05,0.0816647801427706,0.8983096360497724,,,0.0009376748330375674,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.979974416192543,1528.2814630211158,-3050.5629260422315,-3036.678801913693,2024-10-25,BABA,mle_garch_normal,756
GARCH,student_t,4.26060651838339e-06,0.015516974319884113,0.9754698589845279,,8.28542418433289,0.0006707383267194879,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.990986833304412,1592.9322541171582,-3177.8645082343164,-3159.352342729598,2024-10-25,BABA,mle_garch_student_t,756
EGARCH,normal,-0.060891375910140884,0.09221419324149141,0.9899592950995004,-0.04295614216991178,,0.0009642476926010093,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9899592950995004,1537.511144002849,-3067.022288005698,-3048.51012250098,2024-10-25,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.05539247398724778,0.09835578497517243,0.9905705533954805,0.005469591553716307,3.7626452409552384,0.001021463936470624,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9905705533954805,1603.9885708001455,-3197.977141600291,-3174.8369347193934,2024-10-25,BABA,mle_egarch_student_t,756
GARCH,normal,3.0016635365444717e-05,0.08147206067359022,0.8961835490882455,,,0.000714609433861807,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9776556097618357,1536.6624347498762,-3067.3248694997524,-3053.440745371214,2024-11-25,BABA,mle_garch_normal,756
GARCH,student_t,1.4892221718083999e-05,0.030618792380221447,0.9449953854432299,,4.387135804230637,0.0006244730982333507,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9756141778234514,1606.9945356366757,-3205.9890712733513,-3187.476905768633,2024-11-25,BABA,mle_garch_student_t,756
EGARCH,normal,-0.11169940229406267,0.15629668157179755,0.981720771453178,-0.036628018729803556,,0.0009485042810450927,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.981720771453178,1543.459331232598,-3078.918662465196,-3060.406496960478,2024-11-25,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.05627386646347654,0.09293518718978025,0.9907666203632081,0.012666830374491095,3.87970410382676,0.0007700367474226804,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9907666203632081,1610.059009546524,-3210.118019093048,-3186.9778122121506,2024-11-25,BABA,mle_egarch_student_t,756
GARCH,normal,3.171169488267701e-05,0.08125573167556342,0.8938087894198251,,,0.0007139041633805915,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9750645210953885,1547.3994954457332,-3088.7989908914665,-3074.914866762928,2024-12-26,BABA,mle_garch_normal,756
GARCH,student_t,3.5655556056205004e-05,0.07928897072548609,0.8721788905677865,,7.969775471914974,0.000609489435858142,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9514678612932727,1608.3175372047403,-3208.6350744094807,-3190.1229089047624,2024-12-26,BABA,mle_garch_student_t,756
EGARCH,normal,-0.06227436000347089,0.09949566687365897,0.9898187647243207,-0.04140805757054484,,0.0008027206917257502,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9898187647243207,1554.3631150167425,-3100.726230033485,-3082.214064528767,2024-12-26,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.07707737018331708,0.10075611553324401,0.9876989593747205,0.024464983237717,3.848512471153165,0.0007410926369673713,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9876989593747205,1622.0979411801457,-3234.1958823602913,-3211.055675479394,2024-12-26,BABA,mle_egarch_student_t,756
GARCH,normal,3.2751780412129165e-05,0.08105956070279406,0.8916536089909761,,,0.0008927854113464678,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9727131696937702,1558.5180802584998,-3111.0361605169996,-3097.152036388461,2025-01-29,BABA,mle_garch_normal,756
GARCH,student_t,3.7798486679942704e-05,0.07885678822021895,0.8674246798032892,,7.9500412114774015,0.0008153606347229923,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9462814680235081,1620.8489945527535,-3233.697989105507,-3215.185823600789,2025-01-29,BABA,mle_garch_student_t,756
EGARCH,normal,-0.08309641324945245,0.11557751850050609,0.9866682081893104,-0.039873472351827234,,0.0005528384186080997,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9866682081893104,1563.0922132845571,-3118.1844265691143,-3099.672261064396,2025-01-29,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.10275021670809362,0.11191206438711801,0.98381585173083,0.03210148921660844,3.7319782915957687,0.0007961281362066232,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.98381585173083,1634.4244587144358,-3258.8489174288716,-3235.708710547974,2025-01-29,BABA,mle_egarch_student_t,756
GARCH,normal,8.248289114643955e-05,0.17492303902698705,0.7710715594682422,,,0.002276486302203055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9459945984952293,1557.832287947276,-3109.664575894552,-3095.7804517660134,2025-02-28,BABA,mle_garch_normal,756
GARCH,student_t,3.7524770586250356e-05,0.07901348661315137,0.869148160524669,,7.957471275156291,0.0017365631853350836,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9481616471378204,1615.061931797571,-3222.123863595142,-3203.611698090424,2025-02-28,BABA,mle_garch_student_t,756
EGARCH,normal,-0.329725291954664,0.2497225089371017,0.9490484179260452,-0.015258147651421054,,0.002243033431006345,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9490484179260452,1556.3998523447913,-3104.7997046895825,-3086.2875391848643,2025-02-28,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.19000476515979328,0.13598993434545048,0.97065645202811,0.0629621761230497,3.7220729469687512,0.002420952777375414,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.97065645202811,1628.3177157433656,-3246.6354314867312,-3223.4952246058338,2025-02-28,BABA,mle_egarch_student_t,756
GARCH,normal,2.0529187008683752e-05,0.047818385173090214,0.9300595888086686,,,0.001028461745617271,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9778779739817588,1600.9387275791094,-3195.8774551582187,-3181.99333102968,2025-03-31,BABA,mle_garch_normal,756
GARCH,student_t,2.1649023418722405e-05,0.056960912416055824,0.9110137859191977,,8.069355156699205,0.0008646038111056886,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9679746983352535,1638.083148433227,-3268.166296866454,-3249.654131361736,2025-03-31,BABA,mle_garch_student_t,756
EGARCH,normal,-0.2847233168755643,0.1318580008135539,0.9584065285156531,0.06154520275416634,,0.0009376932296945777,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9584065285156531,1603.4883797893854,-3198.9767595787707,-3180.4645940740525,2025-03-31,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.2979192669665602,0.15134608945201306,0.9558193116329358,0.096880028869584,4.073339111920237,0.000929947822906522,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9558193116329358,1648.029183058829,-3286.058366117658,-3262.9181592367604,2025-03-31,BABA,mle_egarch_student_t,756
GARCH,normal,3.59130074054337e-05,0.08056566580789883,0.8862241531178581,,,0.0010813435064097126,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9667898189257569,1592.3076896111397,-3178.6153792222794,-3164.731255093741,2025-04-30,BABA,mle_garch_normal,756
GARCH,student_t,3.2653861532926855e-05,0.07958151357923865,0.8753967155945422,,7.986192438024125,0.000917050587008922,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.954978229173781,1632.3893731247367,-3256.7787462494734,-3238.266580744755,2025-04-30,BABA,mle_garch_student_t,756
EGARCH,normal,-0.04792689188204101,0.06092384967151694,0.9926113169187066,0.036953499137290076,,0.0012749192465383108,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9926113169187066,1596.2997744143686,-3184.599548828737,-3166.087383324019,2025-04-30,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.21968028715359922,0.1396650015282889,0.9668939796588744,0.08145206042196043,3.9917124316789465,0.0011638873649021516,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9668939796588744,1641.8899596195793,-3273.7799192391585,-3250.639712358261,2025-04-30,BABA,mle_egarch_student_t,756
GARCH,normal,4.609962622391506e-05,0.07925629481689214,0.8718192001775177,,,0.000694754238870785,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9510754949944098,1599.3598474385076,-3192.719694877015,-3178.8355707484766,2025-05-30,BABA,mle_garch_normal,756
GARCH,student_t,3.978885307403779e-05,0.07847517738209815,0.8632269971435493,,7.944944225203115,0.0005891528277341292,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9417021745256475,1643.4958693838814,-3278.991738767763,-3260.4795732630446,2025-05-30,BABA,mle_garch_student_t,756
EGARCH,normal,-0.18257156299906507,0.09544723247509933,0.9734133268470497,0.04440162998516429,,0.0007244217352908771,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9734133268470497,1602.4027813032963,-3196.8055626065925,-3178.2933971018742,2025-05-30,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.28238242949381637,0.1423011200530944,0.9580088220906775,0.08943047848086039,3.834684169583396,0.0006466981151774561,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9580088220906775,1654.586269294888,-3299.172538589776,-3276.0323317088787,2025-05-30,BABA,mle_egarch_student_t,756
GARCH,normal,2.0542311053689256e-05,0.03612650128031189,0.937825856988257,,,0.0005815543209699779,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.973952358268569,1635.8444811393042,-3265.6889622786084,-3251.80483815007,2025-07-01,BABA,mle_garch_normal,756
GARCH,student_t,4.353561054000196e-05,0.07784250858449386,0.8562678259463247,,7.926979930037669,0.00044755657629091613,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9341103345308185,1674.9931233559691,-3341.9862467119383,-3323.47408120722,2025-07-01,BABA,mle_garch_student_t,756
EGARCH,normal,-0.2253619791079641,0.09179088825466626,0.967658835583571,0.04198034309270632,,0.0005420790338884536,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.967658835583571,1637.4010150022377,-3266.8020300044755,-3248.289864499757,2025-07-01,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.24179341113907854,0.120005568205436,0.9643994398823647,0.0753145267123697,3.824295518061942,0.0005274256780327908,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9643994398823647,1686.490932151342,-3362.981864302684,-3339.8416574217863,2025-07-01,BABA,mle_egarch_student_t,756
GARCH,normal,2.2417577546269187e-05,0.03650876802770346,0.9344490072788318,,,0.0006348789910042608,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9709577753065353,1639.907039150447,-3273.814078300894,-3259.9299541723553,2025-07-31,BABA,mle_garch_normal,756
GARCH,student_t,2.498571247681459e-05,0.04749495503346923,0.9111435454311808,,8.062694186101554,0.0005489559204304304,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.95863850046465,1680.0695889873496,-3352.139177974699,-3333.627012469981,2025-07-31,BABA,mle_garch_student_t,756
EGARCH,normal,-0.23038032179305729,0.08977382341969486,0.9670759972541257,0.04058404247831166,,0.0006656542507651292,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9670759972541257,1641.3883252083056,-3274.776650416611,-3256.264484911893,2025-07-31,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.2297329055770793,0.11256321055472204,0.9663319232332187,0.06588140445133782,3.931552473293118,0.0007067076127414846,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9663319232332187,1688.897791940762,-3367.795583881524,-3344.6553770006267,2025-07-31,BABA,mle_egarch_student_t,756
GARCH,normal,2.5705832640188604e-05,0.04261254722675729,0.9238946407182113,,,0.0005852212074521608,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9665071879449686,1649.0469627108328,-3292.0939254216655,-3278.209801293127,2025-08-29,BABA,mle_garch_normal,756
GARCH,student_t,4.347613870449551e-05,0.07776999173337085,0.8554699748581539,,7.9335652576394695,0.0005173935678284515,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9332399665915247,1685.3612566212505,-3362.722513242501,-3344.2103477377827,2025-08-29,BABA,mle_garch_student_t,756
EGARCH,normal,-0.2964841280690602,0.09708868444076564,0.9579384874761153,0.04405572940777711,,0.0006250844095141222,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9579384874761153,1650.0315166054293,-3292.0630332108585,-3273.5508677061403,2025-08-29,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.2088527677972333,0.10431677040671275,0.9697846287923869,0.06305210574824127,4.219453142848604,0.0006253126962996607,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9697846287923869,1692.7385422614352,-3375.4770845228704,-3352.336877641973,2025-08-29,BABA,mle_egarch_student_t,756
GARCH,normal,6.273158507455847e-05,0.07733204881895467,0.8506529388975497,,,0.0011611348122596862,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9279849877165043,1631.9296736005035,-3257.859347201007,-3243.9752230724685,2025-09-30,BABA,mle_garch_normal,756
GARCH,student_t,4.481385852945417e-05,0.07774207022743945,0.8551628229941536,,7.9230591498740734,0.0010774064120315481,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9329048932215931,1675.347930689461,-3342.695861378922,-3324.1836958742037,2025-09-30,BABA,mle_garch_student_t,756
EGARCH,normal,-0.14731227699313218,0.06530063270494425,0.9787281247571914,0.042069698293130633,,0.0013709660727879755,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9787281247571914,1635.5921254452353,-3263.1842508904706,-3244.6720853857523,2025-09-30,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.21391986824627782,0.09786323705689187,0.9687111230495604,0.07083362805435149,4.0682400655373785,0.0016445028175210484,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9687111230495604,1683.6886780358248,-3357.3773560716495,-3334.237149190752,2025-09-30,BABA,mle_egarch_student_t,756
GARCH,normal,6.859074164479068e-05,0.07639897623020962,0.8403898565045304,,,0.0008137059818893193,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.91678883273474,1628.9351688973386,-3251.870337794677,-3237.9862136661386,2025-10-29,BABA,mle_garch_normal,756
GARCH,student_t,4.614902429551289e-05,0.07740437288884634,0.8514481797632433,,7.908816166388293,0.0007407142056830443,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9288525526520897,1673.9059446925362,-3339.8118893850724,-3321.299723880354,2025-10-29,BABA,mle_garch_student_t,756
EGARCH,normal,-0.06042695296463157,-0.00433347556810039,0.9916688233938626,0.06410901452979277,,0.0012816741884926605,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9916688233938626,1639.5707518161628,-3271.1415036323256,-3252.6293381276073,2025-10-29,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.1717978099587205,0.06677768361886616,0.9753866689721113,0.07693010941008188,4.3554362300828435,0.0011550712464664652,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9753866689721113,1683.0520334071093,-3356.1040668142186,-3332.963859933321,2025-10-29,BABA,mle_egarch_student_t,756
GARCH,normal,0.00010402092127542452,0.07196910059515689,0.7917560926321096,,,0.0007265900181621669,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8637251932272665,1654.5299541631175,-3303.059908326235,-3289.1757841976964,2025-11-28,BABA,mle_garch_normal,756
GARCH,student_t,6.500945375415446e-05,0.07475871670180902,0.8223462450389296,,7.831682673842408,0.000639527270062204,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8971049617407386,1695.6067171267364,-3383.2134342534728,-3364.7012687487545,2025-11-28,BABA,mle_garch_student_t,756
EGARCH,normal,-0.04699066102765714,-0.03703739717065464,0.9937819499203536,0.06265089768858496,,0.0008906703281535686,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9937819499203536,1677.2385880204565,-3346.477176040913,-3327.9650105361948,2025-11-28,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.06909174793674011,-0.0213104239246935,0.9907235445235242,0.07391425322059934,7.55039071135193,0.0009614080211101766,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9907235445235242,1704.7735610745376,-3399.547122149075,-3376.4069152681777,2025-11-28,BABA,mle_egarch_student_t,756
GARCH,normal,0.00010268738871101954,0.07162244702813428,0.7879334450557567,,,0.0005712960991509132,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8595558920838909,1669.7135113307875,-3333.427022661575,-3319.5428985330364,2025-12-30,BABA,mle_garch_normal,756
GARCH,student_t,6.705243609938075e-05,0.07407172472836007,0.8147899308798344,,7.804895714436986,0.0004646357664214046,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8888616556081945,1712.0458555359091,-3416.0917110718183,-3397.5795455671,2025-12-30,BABA,mle_garch_student_t,756
EGARCH,normal,-0.2757771893252076,0.05427417105662771,0.9616313869758585,0.07411430480951663,,0.0004915350059164789,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9616313869758585,1675.8728453421213,-3343.7456906842426,-3325.2335251795243,2025-12-30,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.3532802287954213,0.05604743213212906,0.9520934891250046,0.0673985940924506,7.494445698684533,0.0004433456124948791,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9520934891250046,1716.149427318414,-3422.298854636828,-3399.1586477559304,2025-12-30,BABA,mle_egarch_student_t,756
GARCH,normal,0.00010530046227085648,0.07133601823188032,0.7847839916990347,,,0.000682347463547016,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.856120009930915,1671.9900324086275,-3337.980064817255,-3324.0959406887164,2026-01-30,BABA,mle_garch_normal,756
GARCH,student_t,5.481213035911104e-05,0.059603993861876745,0.8489309070567947,,7.881089773596782,0.0006624962721613993,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9085349009186715,1711.98259591304,-3415.96519182608,-3397.453026321362,2026-01-30,BABA,mle_garch_student_t,756
EGARCH,normal,-0.3303612774551133,0.05065576708067334,0.9540641907449525,0.055871088715934214,,0.0008713608335591599,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9540641907449525,1675.8810449888692,-3343.7620899777385,-3325.24992447302,2026-01-30,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.2103463448408398,0.05879195610086912,0.9703672932263374,0.07375089099991039,4.2798954025788145,0.0009775683899898079,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9703672932263374,1720.1856224698677,-3430.3712449397353,-3407.231038058838,2026-01-30,BABA,mle_egarch_student_t,756
GARCH,normal,0.00010017698670948382,0.07170834409410265,0.7888666439421147,,,0.0005787397818345155,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8605749880362173,1677.4287240982915,-3348.857448196583,-3334.9733240680443,2026-03-03,BABA,mle_garch_normal,756
GARCH,student_t,5.809876696763963e-05,0.06437504464002475,0.8370594255602969,,7.8376877374681575,0.00047900335783979424,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9014344702003216,1717.8730203285352,-3427.7460406570704,-3409.233875152352,2026-03-03,BABA,mle_garch_student_t,756
EGARCH,normal,-0.10929372626292602,0.03626067341938507,0.9848354825603545,0.06642227330037064,,0.00046372087934621654,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9848354825603545,1683.114035583489,-3358.228071166978,-3339.71590566226,2026-03-03,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.12912609508208164,0.01688166580294227,0.9823296399957727,0.08522499458502554,4.552111645157726,0.0004298613095496937,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9823296399957727,1726.6713826789546,-3443.3427653579092,-3420.2025584770117,2026-03-03,BABA,mle_egarch_student_t,756
GARCH,normal,8.879148477234282e-05,0.07274303794009905,0.8001736916229454,,,0.000704323027078853,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8729167295630444,1674.588751969671,-3343.177503939342,-3329.2933798108033,2026-04-01,BABA,mle_garch_normal,756
GARCH,student_t,5.691958928948728e-05,0.06389136277649336,0.8402553068373425,,7.862479216400538,0.000644919759509263,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9041466696138358,1713.1706234436201,-3418.3412468872402,-3399.829081382522,2026-04-01,BABA,mle_garch_student_t,756
EGARCH,normal,-0.08136446903196727,-0.04228241129523542,0.9892369406494859,0.05667158870409783,,0.0005022909012687316,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9892369406494859,1691.9258975224172,-3375.8517950448345,-3357.339629540116,2026-04-01,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.0573973050345728,-0.014642126579751396,0.9923934584074194,0.059668089291579456,4.577536378634945,0.00046117280347071914,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9923934584074194,1720.5524870463,-3431.1049740926,-3407.9647672117026,2026-04-01,BABA,mle_egarch_student_t,756
GARCH,normal,8.49553286331248e-05,0.07310153522649449,0.8041755433756207,,,0.0005842804372418755,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8772770786021151,1694.2796110990316,-3382.5592221980633,-3368.6750980695247,2026-05-01,BABA,mle_garch_normal,756
GARCH,student_t,6.485233968275424e-05,0.07437105965620955,0.8180855116725033,,7.851673827341129,0.0005265512215407565,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8924565713287129,1725.6199349986882,-3443.2398699973764,-3424.727704492658,2026-05-01,BABA,mle_garch_student_t,756
EGARCH,normal,-0.06686331953814899,-0.0457257409917914,0.9916089609805092,0.08582803698346943,,0.0004439145609557474,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9916089609805092,1705.4682583844738,-3402.9365167689475,-3384.4243512642292,2026-05-01,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.3712007788305464,0.08510040831787755,0.9480667611030268,0.07266137089012574,4.448724624339267,0.0006724267079706921,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9480667611030268,1729.8917528262446,-3449.783505652489,-3426.6432987715916,2026-05-01,BABA,mle_egarch_student_t,756
GARCH,normal,8.934707524292113e-05,0.07262391666335109,0.7989316943143534,,,0.0005757173388933419,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8715556109777045,1689.9424702406704,-3373.884940481341,-3360.0008163528023,2026-06-02,BABA,mle_garch_normal,756
GARCH,student_t,7.009984699138176e-05,0.07352124483124205,0.80874325582461,,7.815657421471437,0.0005142976274542248,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.882264500655852,1723.1994318838188,-3438.3988637676375,-3419.8866982629193,2026-06-02,BABA,mle_garch_student_t,756
EGARCH,normal,-0.08935634467771247,0.015639616481033083,0.987712396363431,0.05705481241922574,,0.000510279689364895,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.987712396363431,1695.3898212087306,-3382.779642417461,-3364.267476912743,2026-06-02,BABA,mle_egarch_normal,756
EGARCH,student_t,-0.4317319231930132,0.07772153212967939,0.9404864752457263,0.0785258413566932,5.000854715499589,0.0005526101607413922,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9404864752457263,1727.7867568712984,-3445.573513742597,-3422.4333068616993,2026-06-02,BABA,mle_egarch_student_t,756
GARCH,normal,0.00018139463001164429,0.10146121431143762,0.8166342554471061,,,0.001063547045637449,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9180954697585437,1298.9312922270963,-2591.8625844541925,-2577.978460325654,2024-06-28,SE,mle_garch_normal,756
GARCH,student_t,5.7256918406287125e-05,0.07961847327864097,0.8758025108720905,,7.98226943310623,0.0005624705797441117,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9554209841507315,1376.9631834383422,-2745.9263668766844,-2727.414201371966,2024-06-28,SE,mle_garch_student_t,756
EGARCH,normal,-0.043412512627855095,0.011227655183312608,0.9931295143093624,-0.09082219459156754,,0.000332407761724323,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9931295143093624,1319.3125131434458,-2630.6250262868916,-2612.1128607821734,2024-06-28,SE,mle_egarch_normal,756
EGARCH,student_t,-0.03405103195024386,0.05435066552799757,0.9941892262668278,-0.05999518819922965,4.0325144274241165,0.00041913850483106096,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9941892262668278,1402.7404437246882,-2795.4808874493765,-2772.340680568479,2024-06-28,SE,mle_egarch_student_t,756
GARCH,normal,0.0001220622005722795,0.07857573103289578,0.8643311378405215,,,0.001045624215478272,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9429068688734172,1301.8711487560795,-2597.742297512159,-2583.8581733836204,2024-07-30,SE,mle_garch_normal,756
