model,distribution,omega,alpha,beta,gamma,nu,forecast_variance,converged,optimizer_message,stationary,positive_constraints,persistence,log_likelihood,AIC,BIC,date,ticker,model_name,train_observations
GARCH,normal,1.0780420596778236e-05,0.0808311929165541,0.8891433548217358,,,0.00019040594714017607,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.96997454773829,2017.8850566881251,-4029.7701133762503,-4015.8859892477117,2024-11-18,AAPL,mle_garch_normal,756
GARCH,student_t,4.873643310582445e-06,0.08227716347030122,0.9050496827332236,,8.033222904932556,0.00016377628094946947,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9873268462035248,2042.488198518,-4076.976397036,-4058.4642315312817,2024-11-18,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.11357431415588443,0.06595453125330608,0.9859600812374318,-0.05536248543947908,,0.00021049698911126426,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9859600812374318,2033.4817890853437,-4058.9635781706875,-4040.451412665969,2024-11-18,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.05651645515877732,0.07494260109119688,0.9929185156990844,-0.048111458436243926,6.5292260537970686,0.00019025529677881356,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9929185156990844,2054.0158324161252,-4098.0316648322505,-4074.891457951353,2024-11-18,AAPL,mle_egarch_student_t,756
GARCH,normal,9.003821591691495e-06,0.0812268638650702,0.8934957431774081,,,0.00014129886014992664,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9747226070424783,2032.6952823516926,-4059.3905647033853,-4045.5064405748467,2024-12-18,AAPL,mle_garch_normal,756
GARCH,student_t,4.111677409060953e-06,0.08238872997760442,0.9062764851668127,,8.039723907524658,0.00011102104474515732,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9886652151444171,2059.4240661997255,-4110.848132399451,-4092.335966894733,2024-12-18,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.12339891977939896,0.0704223571991404,0.9848757513871431,-0.06732717977108899,,9.600432427320688e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9848757513871431,2050.5473124867526,-4093.0946249735052,-4074.582459468787,2024-12-18,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.0543469264192507,0.07178388439132101,0.9932778906527624,-0.0579481236949975,6.248748411101456,8.62222597131792e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9932778906527624,2073.177747611726,-4136.355495223452,-4113.215288342554,2024-12-18,AAPL,mle_egarch_student_t,756
GARCH,normal,9.719602477798454e-06,0.08102706618591263,0.8912979478614096,,,0.0003761490989693834,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9723250140473222,2032.953095163863,-4059.906190327726,-4046.0220661991875,2025-01-22,AAPL,mle_garch_normal,756
GARCH,student_t,1.836899233758783e-06,0.03503256406418666,0.9570144096062186,,7.406200424849802,0.00023943720864414133,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9920469736704053,2063.199632679937,-4118.399265359874,-4099.8870998551565,2025-01-22,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.1674870838588849,0.07782428081279345,0.9792885580149027,-0.07666066027172685,,0.00039655651239704114,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9792885580149027,2049.80622980712,-4091.61245961424,-4073.1002941095217,2025-01-22,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.08297905587583944,0.07537633544133929,0.9895681125292424,-0.06213210255001641,6.221095943408744,0.0003420799196691454,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9895681125292424,2071.0909352682356,-4132.181870536471,-4109.041663655574,2025-01-22,AAPL,mle_egarch_student_t,756
GARCH,normal,9.598853740939708e-06,0.0809272567496517,0.8902000023773167,,,0.00025896931193389067,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9711272591269684,2040.2413734075756,-4074.482746815151,-4060.5986226866125,2025-02-21,AAPL,mle_garch_normal,756
GARCH,student_t,5.430447503119844e-06,0.08202105316012867,0.9022319365627983,,8.025946879868792,0.00025899132374367247,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.984252989722927,2061.076345700636,-4114.152691401272,-4095.6405258965538,2025-02-21,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.22475947398017188,0.08438294066993059,0.9724442915991431,-0.08331752904359917,,0.0002193255602617868,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9724442915991431,2053.50664919059,-4099.01329838118,-4080.5011328764617,2025-02-21,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.17100057520155748,0.05343007936704202,0.9792911197011452,-0.0791932690024274,8.514193206992603,0.00021526780088092318,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9792911197011452,2070.1884304517653,-4130.3768609035305,-4107.236654022633,2025-02-21,AAPL,mle_egarch_student_t,756
GARCH,normal,4.2126690322317396e-06,0.0390101661755812,0.9460121815677208,,,0.00031752042318477727,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.985022347743302,2045.2776635862297,-4084.5553271724593,-4070.6712030439207,2025-03-24,AAPL,mle_garch_normal,756
GARCH,student_t,5.872909030303263e-06,0.08186625700387906,0.9005292035486894,,8.028559573598594,0.00034170256345858344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9823954605525684,2064.4217449198786,-4120.843489839757,-4102.331324335039,2025-03-24,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.18409265998837565,0.08907273972029775,0.97720934299622,-0.07306304391368539,,0.00040127990672135294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.97720934299622,2054.113355417745,-4100.22671083549,-4081.7145453307717,2025-03-24,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.10037489043830324,0.0863264308384034,0.9873897500585912,-0.0599395383665239,6.082801544044518,0.00039825788025082373,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9873897500585912,2074.9220817457126,-4139.844163491425,-4116.703956610528,2025-03-24,AAPL,mle_egarch_student_t,756
GARCH,normal,7.42489906007123e-06,0.0820639639582258,0.9027039370097563,,,0.0018498763544088494,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9847679009679821,2008.303428499224,-4010.606856998448,-3996.7227328699096,2025-04-23,AAPL,mle_garch_normal,756
GARCH,student_t,5.598048949334918e-06,0.08198606300289817,0.9018470079332319,,8.0505936119794,0.0018149665213185882,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.98383307093613,2041.3116625305477,-4074.6233250610953,-4056.111159556377,2025-04-23,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.21631994059564078,0.11630629544241772,0.9726390605900361,-0.1083445121862687,,0.001115273506110749,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9726390605900361,2023.3766790662175,-4038.753358132435,-4020.241192627717,2025-04-23,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.10960089402465809,0.10263525260595414,0.9857509859203444,-0.07917910775674088,5.18253194482856,0.0012277443233600055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9857509859203444,2053.383848779935,-4096.76769755987,-4073.627490678972,2025-04-23,AAPL,mle_egarch_student_t,756
GARCH,normal,9.938026684777354e-06,0.08106944152990693,0.8917640755677527,,,0.000504173993821033,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9728335170976596,2011.1116491829125,-4016.223298365825,-4002.3391742372864,2025-05-22,AAPL,mle_garch_normal,756
GARCH,student_t,9.171498489181361e-06,0.08044080694960772,0.8848489701356506,,8.012407857179014,0.0004461481460636342,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9652897770852583,2046.5741905398113,-4085.1483810796226,-4066.6362155749043,2025-05-22,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.2367756356371019,0.110270454529743,0.9704599690379464,-0.10722000784328543,,0.00046994539423705006,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9704599690379464,2028.66557195834,-4049.33114391668,-4030.818978411962,2025-05-22,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.14525023813292523,0.09844031988870691,0.9816573348629335,-0.07777504256882035,5.078417165712239,0.0005232884396013829,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9816573348629335,2061.0158975984873,-4112.031795196975,-4088.891588316077,2025-05-22,AAPL,mle_egarch_student_t,756
GARCH,normal,1.1942462006060284e-05,0.08024893676768553,0.8827383731696432,,,0.00022934056183080697,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9629873099373287,2026.748519532999,-4047.497039065998,-4033.612914937459,2025-06-24,AAPL,mle_garch_normal,756
GARCH,student_t,1.2031387249361677e-05,0.07920608031750119,0.8712668771131482,,7.977109764088299,0.00020301400743734743,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9504729574306494,2063.377658188577,-4118.755316377154,-4100.243150872436,2025-06-24,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.30552803299820097,0.12542048004121475,0.9621923736574347,-0.11503418618753684,,0.00024964433800668784,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9621923736574347,2044.6989096296613,-4081.3978192593227,-4062.8856537546044,2025-06-24,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.22079473888406803,0.11461870392591465,0.9725301706523434,-0.07986303204122677,5.0109052771018865,0.00026114342394949,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9725301706523434,2077.5069224363565,-4145.013844872713,-4121.8736379918155,2025-06-24,AAPL,mle_egarch_student_t,756
GARCH,normal,1.1225260585529378e-05,0.08033407099611681,0.883674829501949,,,0.0001449306694738283,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9640089004980658,2039.6172832436791,-4073.2345664873583,-4059.3504423588197,2025-07-24,AAPL,mle_garch_normal,756
GARCH,student_t,1.1655089806887703e-05,0.07909551480125497,0.8700506114363784,,7.971724230146555,0.00012864913277354373,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9491461262376334,2078.3917655440364,-4148.783531088073,-4130.271365583355,2025-07-24,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.31989776241142887,0.13191118390272658,0.9605842684243494,-0.11914796459616535,,0.00012173700724677797,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9605842684243494,2057.949256215521,-4107.898512431042,-4089.3863469263238,2025-07-24,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.254120418658868,0.12253003184475456,0.9685077155775988,-0.08639792570511522,4.761205640909375,0.00012966677290316068,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9685077155775988,2093.272885256737,-4176.545770513474,-4153.405563632577,2025-07-24,AAPL,mle_egarch_student_t,756
GARCH,normal,1.3245948737707068e-05,0.07975532239404023,0.8773084374829107,,,0.0002833813280579524,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9570637598769509,2037.2873607068857,-4068.5747214137714,-4054.690597285233,2025-08-22,AAPL,mle_garch_normal,756
GARCH,student_t,1.3423308391239637e-05,0.07842767915112672,0.8627043209163342,,7.948076068226465,0.000247036040846338,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9411320000674609,2078.368402206169,-4148.736804412338,-4130.22463890762,2025-08-22,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.36646337464668916,0.1371124499069156,0.9547021054789533,-0.13174553360056115,,0.00023202263665645712,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9547021054789533,2056.185923624247,-4104.371847248494,-4085.859681743776,2025-08-22,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.27203073164535757,0.12371817771209531,0.9660154889356257,-0.09246134273352995,4.536617031441866,0.000229799861993109,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9660154889356257,2093.123919263411,-4176.247838526822,-4153.107631645925,2025-08-22,AAPL,mle_egarch_student_t,756
GARCH,normal,1.2837019671690249e-05,0.07449505844844186,0.8828637975737693,,,0.000415319493386058,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9573588560222112,2040.1964762941498,-4074.3929525882995,-4060.508828459761,2025-09-23,AAPL,mle_garch_normal,756
GARCH,student_t,7.826737922852403e-06,0.044959235947431946,0.9174679154318144,,7.041378296379807,0.0003209060730583168,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9624271513792463,2083.3597313415303,-4158.719462683061,-4140.207297178343,2025-09-23,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.44573203130092526,0.15636076804959706,0.9451620044028941,-0.14577506599588425,,0.00018374896983853304,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9451620044028941,2060.223814531838,-4112.447629063676,-4093.9354635589575,2025-09-23,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.3768393595469462,0.1492130987665203,0.9532643970546115,-0.10704138802912565,4.55555221230126,0.0002217647887357905,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9532643970546115,2096.3766783151714,-4182.753356630343,-4159.613149749445,2025-09-23,AAPL,mle_egarch_student_t,756
GARCH,normal,1.6016296781924754e-05,0.07866172159771416,0.865278781731087,,,0.00031467280277483044,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9439405033288011,2048.6030753905684,-4091.206150781137,-4077.322026652598,2025-10-22,AAPL,mle_garch_normal,756
GARCH,student_t,1.2406194662522363e-05,0.053161690262948626,0.8860188552167682,,7.979891271393678,0.0002583324829104661,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9391805454797167,2092.725531334532,-4177.451062669064,-4158.938897164347,2025-10-22,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.566455745566963,0.17656886324986013,0.9306815260179475,-0.15760401462999524,,0.00019718482549604578,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9306815260179475,2068.998605904986,-4129.997211809972,-4111.485046305254,2025-10-22,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.5426497620325276,0.16625084969643575,0.9332187382281029,-0.11549157943388587,4.35970639277729,0.0002169997107661636,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9332187382281029,2108.0105780150925,-4206.021156030185,-4182.8809491492875,2025-10-22,AAPL,mle_egarch_student_t,756
GARCH,normal,2.070996019843581e-05,0.0765820097448535,0.8424019933864101,,,0.0001750236216009955,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9189840031312636,2078.539364896636,-4151.078729793272,-4137.194605664733,2025-11-20,AAPL,mle_garch_normal,756
GARCH,student_t,2.127938877749443e-05,0.06811812805824932,0.8505536524712475,,4.068912957670074,0.00018408466252213386,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9186717805294968,2127.587417837165,-4247.17483567433,-4228.662670169612,2025-11-20,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.4863741134640934,0.1370183524431259,0.9410462436692785,-0.14149517674276066,,0.00017053592642861937,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9410462436692785,2098.1551871827455,-4188.310374365491,-4169.798208860773,2025-11-20,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.5287989720506688,0.1411163095719612,0.9355627829688089,-0.11908245642500977,4.351121701234194,0.00017444352033511948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9355627829688089,2136.7353272136297,-4263.470654427259,-4240.330447546362,2025-11-20,AAPL,mle_egarch_student_t,756
GARCH,normal,1.936336334799184e-05,0.07670770748886188,0.8437855470832546,,,0.00015143328489395763,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9204932545721165,2090.9457023236296,-4175.891404647259,-4162.00728051872,2025-12-22,AAPL,mle_garch_normal,756
GARCH,student_t,2.94926399588459e-05,0.07056881681297728,0.776255785353505,,7.679210169024882,0.000147335052393974,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8468246021664823,2135.0044825285513,-4262.008965057103,-4243.496799552385,2025-12-22,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.4336690371060282,0.1358205051391491,0.9476041302985847,-0.1322543216542805,,0.00016520989880972504,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9476041302985847,2108.8383766075603,-4209.676753215121,-4191.164587710403,2025-12-22,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.49167674354519597,0.13833881868005357,0.9403184898478442,-0.10685785657764035,4.316109272517775,0.0001664390795002664,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9403184898478442,2149.2365849449134,-4288.473169889827,-4265.332963008929,2025-12-22,AAPL,mle_egarch_student_t,756
GARCH,normal,1.8200990650610025e-05,0.07703527257856749,0.8474042787792501,,,0.0002041027873788019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9244395513578175,2106.6774636259547,-4207.354927251909,-4193.47080312337,2026-01-23,AAPL,mle_garch_normal,756
GARCH,student_t,3.1729899942265525e-05,0.06905423912453482,0.7595951529528843,,7.609430928250087,0.00018792612306892754,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8286493920774191,2153.009545140032,-4298.019090280064,-4279.506924775346,2026-01-23,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.40959226839302343,0.1446388529388971,0.950458967146617,-0.1294955522877103,,0.00029279669516737235,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.950458967146617,2123.4630465493133,-4238.926093098627,-4220.413927593909,2026-01-23,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.4984632938332501,0.1455638802392778,0.939512983080892,-0.09713234110317663,4.173069712211029,0.000265670121471328,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.939512983080892,2166.031414257651,-4322.062828515302,-4298.922621634404,2026-01-23,AAPL,mle_egarch_student_t,756
GARCH,normal,1.831481450647979e-05,0.0771812847113966,0.8489941767446136,,,0.00031295701477243766,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9261754614560103,2100.3440020633248,-4194.6880041266495,-4180.8038799981105,2026-02-24,AAPL,mle_garch_normal,756
GARCH,student_t,0.00016486290754422688,0.22177826054166233,0.02948041351823253,,4.853430360043035,0.00017956105938777037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.2512586740598949,2154.3743610737724,-4300.748722147545,-4282.236556642827,2026-02-24,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.4268795057767065,0.13635016612342313,0.9482043099481363,-0.13401137639006183,,0.0003280795640163639,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9482043099481363,2116.7091474537083,-4225.418294907417,-4206.906129402699,2026-02-24,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.5507429740720015,0.13977227894822697,0.9327215262984746,-0.1241022034905245,3.8500389930544796,0.00032677889907494227,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9327215262984746,2164.8901268560467,-4319.780253712093,-4296.640046831196,2026-02-24,AAPL,mle_egarch_student_t,756
GARCH,normal,1.8767224818076768e-05,0.07692560746622414,0.8461813410174275,,,0.00018660962375243863,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9231069484836516,2102.91644734644,-4199.83289469288,-4185.9487705643405,2026-03-25,AAPL,mle_garch_normal,756
GARCH,student_t,3.613714866405716e-05,0.06690749606760267,0.7359806901378674,,7.487937412561988,0.00016206867144626753,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8028881862054701,2152.5473667518245,-4297.094733503649,-4278.582567998931,2026-03-25,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.43205763785958134,0.13913148783945808,0.9475314598045279,-0.12857365265248946,,0.0002525174759209498,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9475314598045279,2117.5898212404213,-4227.179642480843,-4208.667476976125,2026-03-25,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.5973784654823105,0.1445431362042614,0.9269043988325019,-0.12345957645211726,3.7166712105326694,0.0002495579514784705,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9269043988325019,2168.1152529372157,-4326.230505874431,-4303.090298993534,2026-03-25,AAPL,mle_egarch_student_t,756
GARCH,normal,1.8547125821783484e-05,0.07711542832536858,0.8482693833242476,,,0.00028508534879114356,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9253848116496162,2098.0946109756196,-4190.189221951239,-4176.3050978227,2026-04-24,AAPL,mle_garch_normal,756
GARCH,student_t,4.486082065980455e-05,0.10678730021001386,0.7350248435028855,,3.464664669420715,0.00030776669436243355,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8418121437128994,2156.1298170802347,-4304.259634160469,-4285.747468655752,2026-04-24,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.42815860834694486,0.1439766384796913,0.9478541794323921,-0.12149889965760975,,0.00022558360337468627,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9478541794323921,2111.367698040375,-4214.73539608075,-4196.223230576033,2026-04-24,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.6090070168578023,0.1542017104400498,0.9247278380314441,-0.1211343584472886,3.59377140759884,0.00025298878666728025,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9247278380314441,2160.796773536245,-4311.59354707249,-4288.453340191592,2026-04-24,AAPL,mle_egarch_student_t,756
GARCH,normal,1.8520541297833964e-05,0.07705382950480733,0.8475917014860336,,,0.0001845233134894132,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9246455309908409,2099.273769446636,-4192.547538893272,-4178.663414764733,2026-05-26,AAPL,mle_garch_normal,756
GARCH,student_t,4.251999460954067e-05,0.10711184719890131,0.7348174616056133,,3.6781456111811712,0.00020269632517242093,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8419293088045147,2153.462594188757,-4298.925188377514,-4280.413022872796,2026-05-26,AAPL,mle_garch_student_t,756
EGARCH,normal,-0.4457864662367184,0.14589763356339908,0.9458525993491913,-0.12213968641165678,,0.00011575677744505837,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9458525993491913,2111.2704361973183,-4214.540872394637,-4196.028706889919,2026-05-26,AAPL,mle_egarch_normal,756
EGARCH,student_t,-0.623080324528504,0.15727512905913713,0.923489550323885,-0.11461688031292545,3.7682206343125006,0.00014078320986044641,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.923489550323885,2158.085735154849,-4306.171470309698,-4283.0312634288,2026-05-26,AAPL,mle_egarch_student_t,756
GARCH,normal,4.1613256373781375e-06,0.08276608352784633,0.9104272755941577,,,0.0001607542829718582,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.993193359122004,2028.5049014499887,-4051.0098028999773,-4037.1256787714387,2024-06-20,MSFT,mle_garch_normal,756
GARCH,student_t,4.669045155010813e-06,0.082525730378432,0.9077846589599137,,8.018688050453335,0.00016068379146684528,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9903103893383457,2040.6916287506047,-4073.3832575012093,-4054.871091996491,2024-06-20,MSFT,mle_garch_student_t,756
EGARCH,normal,-0.24748921539812255,0.04799719954677208,0.9698419444353721,-0.08141857779835743,,0.00016486792795526137,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9698419444353721,2041.1635918167644,-4074.327183633529,-4055.8150181288106,2024-06-20,MSFT,mle_egarch_normal,756
EGARCH,student_t,-0.18617479390957142,0.05198186586375234,0.977222394465234,-0.11799517489107211,8.443669257872683,0.00014534366577782762,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.977222394465234,2053.5026732597617,-4097.005346519523,-4073.865139638626,2024-06-20,MSFT,mle_egarch_student_t,756
GARCH,normal,4.921989861177735e-06,0.08254532774149177,0.9079989725322708,,,0.00016556837142464475,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9905443002737626,2024.8254772371624,-4043.650954474325,-4029.7668303457863,2024-07-22,MSFT,mle_garch_normal,756
GARCH,student_t,2.3498503908641726e-06,0.03806676023699664,0.9545953766433793,,7.862645774380493,0.0001604743860969422,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.992662136880376,2039.0293256540297,-4070.0586513080593,-4051.546485803341,2024-07-22,MSFT,mle_garch_student_t,756
EGARCH,normal,-0.04030928083450562,0.012602622069407737,0.9951517115240361,-0.06251034461957067,,0.00017915888722656027,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9951517115240361,2040.8481649214787,-4073.6963298429573,-4055.184164338239,2024-07-22,MSFT,mle_egarch_normal,756
EGARCH,student_t,-0.11672460767279488,0.06064223756315006,0.9855526801287049,-0.07834726141107404,8.64048785525744,0.00020966127305563508,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9855526801287049,2048.5595394122633,-4087.1190788245267,-4063.978871943629,2024-07-22,MSFT,mle_egarch_student_t,756
GARCH,normal,1.5972420637793027e-06,0.025938141358343488,0.9683029543189565,,,0.00019255107741081933,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9942410956773,2019.6144861417479,-4033.2289722834958,-4019.344848154957,2024-08-20,MSFT,mle_garch_normal,756
GARCH,student_t,7.475223084681119e-06,0.08176414220189424,0.8994059074911263,,8.010233982003495,0.00020807879183003098,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9811700496930205,2024.6762562151807,-4041.3525124303615,-4022.840346925643,2024-08-20,MSFT,mle_garch_student_t,756
