date,ticker,action,previous_weight,new_weight,trade_weight_change,execution_price,reason,model_mode,growth_paper_variant,raw_target_rank,raw_target_return_exact,quality_filter_pass,tradability_filter_pass,holding_quality_classification,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,data_source,raw_target_current_features_available,raw_target_feature_source,growth_model_version
2026-07-10,KEEL,SELL,0.1,0.0,-0.1,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4350408594155716,0.4350408594155716,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-10,SE,INCREASE,0.1,0.1450136198051905,0.0450136198051905,111.13999938964844,target_weight_increased,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,0.1377775201961668,True,True,institutional_quality,0.6,0.6,0.6,0.4350408594155716,0.4350408594155716,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-17,ARM,REDUCE,0.1450136198051905,0.1009405929466939,-0.0440730268584966,267.19000244140625,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,16.0,0.0703416077324934,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4037623717867756,0.4037623717867756,743.2899780273438,693.4400308227539,695.3300170898438,640.058616027832,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-17,BABA,REDUCE,0.1450136198051905,0.1009405929466939,-0.0440730268584966,114.97000122070312,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,6.0,0.0843786562846469,True,True,institutional_quality,0.6,0.6,0.6,0.4037623717867756,0.4037623717867756,743.2899780273438,693.4400308227539,695.3300170898438,640.058616027832,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-17,OKLO,BUY,0.0,0.1009405929466939,0.1009405929466939,41.11000061035156,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,0.0966454790796313,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4037623717867756,0.4037623717867756,743.2899780273438,693.4400308227539,695.3300170898438,640.058616027832,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-17,SE,SELL,0.1450136198051905,0.0,-0.1450136198051905,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4037623717867756,0.4037623717867756,743.2899780273438,693.4400308227539,695.3300170898438,640.058616027832,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-17,TEAM,BUY,0.0,0.1009405929466939,0.1009405929466939,93.29000091552734,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,0.0960269341191859,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4037623717867756,0.4037623717867756,743.2899780273438,693.4400308227539,695.3300170898438,640.058616027832,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-24,ARM,INCREASE,0.1009405929466939,0.1177272006650303,0.0167866077183364,260.010009765625,target_weight_increased,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,6.0,0.0716922658468881,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4709088026601212,0.4709088026601212,738.9299926757812,695.4352688598633,684.22998046875,642.4391149902344,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-24,BABA,SELL,0.1009405929466939,0.0,-0.1009405929466939,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4709088026601212,0.4709088026601212,738.9299926757812,695.4352688598633,684.22998046875,642.4391149902344,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-24,OKLO,INCREASE,0.1009405929466939,0.1177272006650303,0.0167866077183364,40.25,target_weight_increased,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,0.0953002133267604,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4709088026601212,0.4709088026601212,738.9299926757812,695.4352688598633,684.22998046875,642.4391149902344,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-24,TEAM,INCREASE,0.1009405929466939,0.1177272006650303,0.0167866077183364,86.87999725341797,target_weight_increased,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,11.0,0.0660567541557912,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4709088026601212,0.4709088026601212,738.9299926757812,695.4352688598633,684.22998046875,642.4391149902344,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-24,VIST,BUY,0.0,0.1177272006650303,0.1177272006650303,69.5,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,0.1037400165233251,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4709088026601212,0.4709088026601212,738.9299926757812,695.4352688598633,684.22998046875,642.4391149902344,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
